,id,model,participant,prompt,target,predicted,src,total_tokens,proportion
0,dod20_bottle-683f,gpt3-ada,dod2038,bottle,1.8,1.7,dod20,18,1
0,dod20_shovel-c47a,gpt3-ada,dod2057,shovel,3.0,2.0,dod20,20,1
0,motesf_bottle-745c,gpt3-ada,motesf7eab,bottle,2.4,2.7,motesf,18,1
0,hmsl_paperclip-d765,gpt3-ada,hmsl3vBR15MO,paperclip,2.5,2.4,hmsl,17,1
0,hmsl_paperclip-9ec1,gpt3-ada,hmslRnAQze77,paperclip,2.5,2.7,hmsl,16,1
0,dod20_pants-c7af,gpt3-ada,dod2043,pants,2.8,2.7,dod20,20,1
0,hmsl_paperclip-3f94,gpt3-ada,hmsl0vNR3LcA,paperclip,1.2,2.1,hmsl,19,1
0,hmsl_paperclip-40a4,gpt3-ada,hmslc62vD57c,paperclip,1.0,2.7,hmsl,16,1
0,dod20_shovel-aff7,gpt3-ada,dod2021,shovel,1.8,2.0,dod20,16,1
0,hmsl_paperclip-5bff,gpt3-ada,hmslkF9615f2,paperclip,1.0,1.0,hmsl,15,1
0,dod20_pants-ccb1,gpt3-ada,dod2033,pants,2.5,3.3,dod20,14,1
0,dod20_shovel-f707,gpt3-ada,dod2081,shovel,4.5,3.3,dod20,25,1
0,dod20_pants-b2bf,gpt3-ada,dod2085,pants,1.2,1.6,dod20,13,1
0,motesf_spoon-0370,gpt3-ada,motesff7e6,spoon,3.6,2.7,motesf,35,1
0,hmsl_paperclip-a869,gpt3-ada,hmsldENdB2Qt,paperclip,3.3,3.0,hmsl,20,1
0,hmsl_paperclip-47a8,gpt3-ada,hmslA2I3zLm4,paperclip,1.6,3.0,hmsl,16,1
0,motesp-g1_spoon-1RG,gpt3-ada,1RG,spoon,2.3,1.3,motesp,19,1
0,dod20_shovel-362d,gpt3-ada,dod2052,shovel,3.7,4.0,dod20,20,1
0,dod20_shovel-56b7,gpt3-ada,dod2076,shovel,3.0,2.3,dod20,18,1
0,hmsl_paperclip-b54d,gpt3-ada,hmsl6gNs42nt,paperclip,3.2,3.0,hmsl,26,1
0,dod20_pants-0ae2,gpt3-ada,dod2028,pants,3.0,3.3,dod20,25,1
0,dod20_pants-b90c,gpt3-ada,dod2027,pants,2.5,3.3,dod20,20,1
0,dod20_pants-e42f,gpt3-ada,dod2012,pants,2.5,3.0,dod20,17,1
0,motesf_bottle-9c5a,gpt3-ada,motesf182b,bottle,3.0,4.1,motesf,23,1
0,hmsl_paperclip-672b,gpt3-ada,hmslkPD89jW3,paperclip,2.3,2.7,hmsl,16,1
0,hmsl_paperclip-758a,gpt3-ada,hmslB58NwC54,paperclip,2.0,2.7,hmsl,17,1
0,dod20_bottle-8924,gpt3-ada,dod2024,bottle,3.0,2.7,dod20,15,1
0,hmsl_paperclip-13e9,gpt3-ada,hmsl714kNX5M,paperclip,2.0,2.7,hmsl,20,1
0,dod20_pants-92d7,gpt3-ada,dod2060,pants,3.0,3.0,dod20,14,1
0,hmsl_paperclip-f1d8,gpt3-ada,hmslY14N0CIL,paperclip,2.8,3.9,hmsl,22,1
0,hmsl_paperclip-72fa,gpt3-ada,hmslW8K1dDJu,paperclip,2.5,3.0,hmsl,21,1
0,dod20_bottle-fbb5,gpt3-ada,dod2056,bottle,3.5,3.0,dod20,16,1
0,motesf_spoon-50ae,gpt3-ada,motesfa8f1,spoon,2.7,3.0,motesf,28,1
0,dod20_pants-e0a3,gpt3-ada,dod2078,pants,2.7,3.0,dod20,14,1
0,dod20_bottle-8d63,gpt3-ada,dod2033,bottle,3.3,1.7,dod20,16,1
0,dod20_shovel-6bde,gpt3-ada,dod2043,shovel,1.0,2.7,dod20,17,1
0,motesf_spoon-cf01,gpt3-ada,motesfef0d,spoon,3.0,2.7,motesf,27,1
0,dod20_bottle-68ec,gpt3-ada,dod2037,bottle,2.0,2.0,dod20,14,1
0,hmsl_paperclip-297f,gpt3-ada,hmslgEOtW7kc,paperclip,2.2,2.7,hmsl,18,1
0,motesf_spoon-10a2,gpt3-ada,motesf9dcb,spoon,3.9,2.7,motesf,17,1
0,dod20_bottle-2447,gpt3-ada,dod2040,bottle,3.0,2.7,dod20,17,1
0,dod20_bottle-2336,gpt3-ada,dod2066,bottle,1.7000000000000002,1.7,dod20,17,1
0,motesp-g1_spoon-24ES,gpt3-ada,24ES,spoon,2.1,2.0,motesp,20,1
0,motesf_bottle-f8cd,gpt3-ada,motesf8c19,bottle,2.7,2.7,motesf,15,1
0,dod20_pants-918b,gpt3-ada,dod2046,pants,1.0,1.3,dod20,15,1
0,hmsl_paperclip-2daf,gpt3-ada,hmslK883nL64,paperclip,2.5,3.0,hmsl,20,1
0,hmsl_paperclip-b499,gpt3-ada,hmsl5KN8A59N,paperclip,2.0,2.7,hmsl,17,1
0,motesf_spoon-aa51,gpt3-ada,motesfcb70,spoon,2.7,3.0,motesf,16,1
0,hmsl_paperclip-4678,gpt3-ada,hmsl14BdrD3U,paperclip,3.0,2.7,hmsl,26,1
0,dod20_pants-4f6c,gpt3-ada,dod2014,pants,2.3,3.0,dod20,14,1
0,hmsl_paperclip-93ba,gpt3-ada,hmslc62vD57c,paperclip,1.2,2.1,hmsl,17,1
0,hmsl_paperclip-6496,gpt3-ada,hmsleuaMDyU7,paperclip,2.0,1.6,hmsl,15,1
0,hmsl_paperclip-f22f,gpt3-ada,hmslC9hwW590,paperclip,2.3,2.7,hmsl,15,1
0,dod20_shovel-9ab9,gpt3-ada,dod2091,shovel,1.5,2.7,dod20,17,1
0,dod20_bottle-1797,gpt3-ada,dod2080,bottle,1.0,1.3,dod20,16,1
0,hmsl_paperclip-6b65,gpt3-ada,hmslRnAQze77,paperclip,1.5,2.7,hmsl,15,1
0,dod20_pants-298b,gpt3-ada,dod203,pants,2.2,3.0,dod20,15,1
0,dod20_pants-551c,gpt3-ada,dod204,pants,3.7,3.6,dod20,15,1
0,motesf_bottle-b1d5,gpt3-ada,motesfbd4c,bottle,3.3,3.3,motesf,25,1
0,dod20_bottle-38ef,gpt3-ada,dod2038,bottle,1.0,2.7,dod20,19,1
0,hmsl_paperclip-f45d,gpt3-ada,hmsl3qx6PWXs,paperclip,1.7000000000000002,2.1,hmsl,17,1
0,dod20_shovel-88b4,gpt3-ada,dod2050,shovel,4.2,3.5,dod20,23,1
0,dod20_shovel-d598,gpt3-ada,dod2060,shovel,3.5,2.0,dod20,17,1
0,dod20_shovel-aaf1,gpt3-ada,dod2071,shovel,1.5,2.7,dod20,16,1
0,motesf_bottle-718f,gpt3-ada,motesffc22,bottle,2.4,2.1,motesf,18,1
0,hmsl_paperclip-3c56,gpt3-ada,hmsldENdB2Qt,paperclip,2.5,3.0,hmsl,17,1
0,motesf_bottle-f239,gpt3-ada,motesf16a5,bottle,3.6,3.0,motesf,18,1
0,dod20_pants-d310,gpt3-ada,dod2087,pants,3.5,3.3,dod20,27,1
0,motesf_spoon-50cb,gpt3-ada,motesfa684,spoon,2.7,4.0,motesf,20,1
0,dod20_bottle-2f7b,gpt3-ada,dod2016,bottle,3.0,3.3,dod20,19,1
0,hmsl_paperclip-2655,gpt3-ada,hmslD9ZeYC3r,paperclip,2.0,2.7,hmsl,15,1
0,dod20_pants-25fe,gpt3-ada,dod2046,pants,2.2,2.4,dod20,23,1
0,dod20_pants-b544,gpt3-ada,dod2010,pants,1.3,1.3,dod20,16,1
0,hmsl_paperclip-1f07,gpt3-ada,hmsl3KwNtbkQ,paperclip,1.0,1.0,hmsl,18,1
0,motesf_bottle-558f,gpt3-ada,motesf6883,bottle,3.3,3.0,motesf,17,1
0,dod20_pants-21c1,gpt3-ada,dod2028,pants,2.2,2.4,dod20,22,1
0,dod20_shovel-d055,gpt3-ada,dod2078,shovel,3.0,2.0,dod20,18,1
0,hmsl_paperclip-7631,gpt3-ada,hmslLr5bzVBf,paperclip,2.0,2.4,hmsl,15,1
0,dod20_pants-fa0a,gpt3-ada,dod2013,pants,3.2,2.1,dod20,17,1
0,dod20_pants-03a2,gpt3-ada,dod2054,pants,3.5,3.0,dod20,14,1
0,hmsl_paperclip-3b4e,gpt3-ada,hmslp6GZwwsg,paperclip,3.0,2.7,hmsl,19,1
0,dod20_shovel-e761,gpt3-ada,dod2073,shovel,1.7000000000000002,1.7,dod20,17,1
0,dod20_shovel-ce42,gpt3-ada,dod2055,shovel,4.0,2.7,dod20,16,1
0,hmsl_paperclip-1656,gpt3-ada,hmslvWx8G5y2,paperclip,1.0,1.3,hmsl,16,1
0,motesf_bottle-2eb9,gpt3-ada,motesf4c5b,bottle,3.3,3.0,motesf,16,1
0,dod20_shovel-0487,gpt3-ada,dod2022,shovel,1.7000000000000002,1.5,dod20,15,1
0,hmsl_paperclip-16d9,gpt3-ada,hmslb52wN2J4,paperclip,2.6,2.7,hmsl,15,1
0,motesf_bottle-1d85,gpt3-ada,motesfcf00,bottle,2.1,2.0,motesf,18,1
0,motesf_bottle-dc5e,gpt3-ada,motesfad97,bottle,3.0,4.0,motesf,29,1
0,motesf_bottle-3f35,gpt3-ada,motesf8bf1,bottle,3.3,4.0,motesf,20,1
0,dod20_bottle-26d8,gpt3-ada,dod2049,bottle,3.0,3.3,dod20,22,1
0,dod20_pants-75e0,gpt3-ada,dod2017,pants,2.7,3.0,dod20,17,1
0,hmsl_paperclip-6e67,gpt3-ada,hmslB0o9M8xC,paperclip,3.0,3.0,hmsl,26,1
0,dod20_pants-85cd,gpt3-ada,dod2041,pants,4.8,3.6,dod20,18,1
0,motesf_bottle-39cb,gpt3-ada,motesf3905,bottle,3.3,2.0,motesf,17,1
0,hmsl_paperclip-4934,gpt3-ada,hmslFQfN6485,paperclip,1.0,1.3,hmsl,18,1
0,hmsl_paperclip-e753,gpt3-ada,hmslT7PsWT76,paperclip,1.0,1.3,hmsl,18,1
0,hmsl_paperclip-ada1,gpt3-ada,hmsljZeyKHnS,paperclip,2.2,3.6,hmsl,20,1
0,hmsl_paperclip-df47,gpt3-ada,hmsl6xuQ1Z9X,paperclip,1.0,1.3,hmsl,17,1
0,motesf_spoon-138a,gpt3-ada,motesf979d,spoon,3.6,3.0,motesf,18,1
0,dod20_bottle-4268,gpt3-ada,dod2090,bottle,1.0,1.0,dod20,16,1
0,hmsl_paperclip-13bf,gpt3-ada,hmslba1FcFHt,paperclip,2.8,3.0,hmsl,16,1
0,hmsl_paperclip-a78d,gpt3-ada,hmsll7N9V4Mr,paperclip,1.5,2.7,hmsl,16,1
0,dod20_bottle-b6d8,gpt3-ada,dod2050,bottle,2.7,3.3,dod20,25,1
0,hmsl_paperclip-7af8,gpt3-ada,hmsl6gNs42nt,paperclip,2.2,2.7,hmsl,21,1
0,motesf_bottle-e41d,gpt3-ada,motesf8dd4,bottle,3.0,3.0,motesf,15,1
0,hmsl_paperclip-f56a,gpt3-ada,hmsljhX9tFGh,paperclip,2.5,3.0,hmsl,17,1
0,dod20_pants-bfbb,gpt3-ada,dod2075,pants,2.3,3.0,dod20,15,1
0,motesf_bottle-a0c8,gpt3-ada,motesf950a,bottle,4.1,4.7,motesf,27,1
0,dod20_bottle-e477,gpt3-ada,dod2082,bottle,3.0,2.7,dod20,16,1
0,motesp-g1_spoon-13OO,gpt3-ada,13OO,spoon,3.4,3.3,motesp,38,1
0,motesf_bottle-3404,gpt3-ada,motesfb1a5,bottle,3.3,3.0,motesf,23,1
0,hmsl_paperclip-7a0d,gpt3-ada,hmslY25HD9n2,paperclip,2.2,2.7,hmsl,20,1
0,dod20_bottle-acca,gpt3-ada,dod2036,bottle,3.2,2.7,dod20,18,1
0,hmsl_paperclip-a6f0,gpt3-ada,hmsl5CH3FMbC,paperclip,2.5,2.7,hmsl,23,1
0,dod20_pants-5b74,gpt3-ada,dod202,pants,3.7,3.0,dod20,17,1
0,hmsl_paperclip-3c13,gpt3-ada,hmsliC3RI2p2,paperclip,3.2,3.0,hmsl,21,1
0,hmsl_paperclip-a338,gpt3-ada,hmslgEOtW7kc,paperclip,1.5,3.0,hmsl,19,1
0,motesf_spoon-0c2b,gpt3-ada,motesf093f,spoon,2.7,3.0,motesf,21,1
0,motesf_spoon-b863,gpt3-ada,motesfc16a,spoon,2.7,2.3,motesf,28,1
0,motesf_spoon-4864,gpt3-ada,motesf812b,spoon,3.3,1.7,motesf,16,1
0,dod20_bottle-4ed8,gpt3-ada,dod2048,bottle,2.8,1.6,dod20,15,1
0,hmsl_paperclip-84cc,gpt3-ada,hmsl57ZLnnlc,paperclip,2.0,3.0,hmsl,15,1
0,dod20_bottle-c148,gpt3-ada,dod2013,bottle,2.0,2.7,dod20,17,1
0,motesf_spoon-05e7,gpt3-ada,motesf8bf1,spoon,2.7,4.0,motesf,21,1
0,motesf_spoon-b891,gpt3-ada,motesff4b9,spoon,2.7,4.0,motesf,32,1
0,dod20_pants-0b06,gpt3-ada,dod208,pants,1.2,1.0,dod20,15,1
0,hmsl_paperclip-b9c1,gpt3-ada,hmsl57D9S225,paperclip,1.0,1.3,hmsl,15,1
0,motesf_spoon-465f,gpt3-ada,motesf3dd4,spoon,3.0,3.0,motesf,17,1
0,dod20_pants-2d6f,gpt3-ada,dod2081,pants,2.2,3.3,dod20,16,1
0,motesf_bottle-00f7,gpt3-ada,motesfdb8e,bottle,3.0,4.0,motesf,19,1
0,motesf_bottle-7030,gpt3-ada,motesf98dc,bottle,3.0,4.3,motesf,22,1
0,motesf_bottle-6d08,gpt3-ada,motesfa666,bottle,3.0,3.3,motesf,21,1
0,dod20_bottle-a3c9,gpt3-ada,dod2081,bottle,3.3,3.0,dod20,15,1
0,hmsl_paperclip-27fb,gpt3-ada,hmsl7Gm32lak,paperclip,2.5,2.7,hmsl,21,1
0,dod20_bottle-eff5,gpt3-ada,dod2032,bottle,2.7,2.7,dod20,15,1
0,hmsl_paperclip-15a8,gpt3-ada,hmslj0DY4Qzg,paperclip,3.8,3.0,hmsl,18,1
0,dod20_bottle-e75b,gpt3-ada,dod2054,bottle,3.8,3.0,dod20,21,1
0,motesf_bottle-0487,gpt3-ada,motesfbf82,bottle,3.0,3.3,motesf,21,1
0,dod20_pants-973f,gpt3-ada,dod2067,pants,2.3,2.7,dod20,14,1
0,dod20_shovel-0566,gpt3-ada,dod2023,shovel,2.3,2.0,dod20,17,1
0,dod20_bottle-2cf1,gpt3-ada,dod2079,bottle,2.5,2.3,dod20,20,1
0,dod20_pants-1840,gpt3-ada,dod2022,pants,2.0,2.1,dod20,14,1
0,dod20_pants-9e7f,gpt3-ada,dod2087,pants,2.3,2.7,dod20,19,1
0,hmsl_paperclip-5874,gpt3-ada,hmslRRWg2Zzl,paperclip,1.8,2.7,hmsl,16,1
0,motesf_spoon-ea84,gpt3-ada,motesf6883,spoon,2.4,1.0,motesf,19,1
0,hmsl_paperclip-cc4a,gpt3-ada,hmslhj8bSQrN,paperclip,3.5,2.7,hmsl,17,1
0,dod20_bottle-aba2,gpt3-ada,dod2057,bottle,3.5,3.0,dod20,17,1
0,hmsl_paperclip-1677,gpt3-ada,hmslwl41F5Rd,paperclip,3.0,3.0,hmsl,17,1
0,hmsl_paperclip-a73e,gpt3-ada,hmsl8dsuK18a,paperclip,2.0,3.0,hmsl,18,1
0,dod20_bottle-da24,gpt3-ada,dod204,bottle,4.3,4.0,dod20,21,1
0,hmsl_paperclip-f007,gpt3-ada,hmslhee1Wrlg,paperclip,1.7000000000000002,1.6,hmsl,16,1
0,hmsl_paperclip-ca57,gpt3-ada,hmsl6hf8viCt,paperclip,2.8,2.1,hmsl,16,1
0,hmsl_paperclip-b9eb,gpt3-ada,hmslib5Yvt55,paperclip,2.7,3.9,hmsl,20,1
0,hmsl_paperclip-3b9d,gpt3-ada,hmslv1f48OH2,paperclip,1.2,1.3,hmsl,18,1
0,hmsl_paperclip-13bb,gpt3-ada,hmsl714kNX5M,paperclip,3.3,2.7,hmsl,22,1
0,hmsl_paperclip-088e,gpt3-ada,hmslb3AN0bjD,paperclip,2.0,2.7,hmsl,17,1
0,dod20_shovel-ea8e,gpt3-ada,dod2035,shovel,1.5,1.7,dod20,16,1
0,hmsl_paperclip-d8ad,gpt3-ada,hmsl3KwNtbkQ,paperclip,2.7,3.0,hmsl,18,1
0,dod20_bottle-6a46,gpt3-ada,dod2028,bottle,2.5,2.3,dod20,24,1
0,dod20_shovel-b3e3,gpt3-ada,dod2078,shovel,2.7,2.7,dod20,19,1
0,hmsl_paperclip-67f7,gpt3-ada,hmslV8mxLJpC,paperclip,3.8,2.7,hmsl,24,1
0,motesf_spoon-9ec0,gpt3-ada,motesf8e98,spoon,3.6,3.3,motesf,24,1
0,hmsl_paperclip-7f88,gpt3-ada,hmslUUx7idJG,paperclip,4.2,3.0,hmsl,19,1
0,dod20_shovel-b843,gpt3-ada,dod2027,shovel,2.5,2.7,dod20,21,1
0,dod20_shovel-1aef,gpt3-ada,dod2017,shovel,4.0,3.0,dod20,17,1
0,dod20_pants-2f34,gpt3-ada,dod208,pants,3.0,2.1,dod20,16,1
0,hmsl_paperclip-536c,gpt3-ada,hmslBJx2mO6R,paperclip,1.2,2.4,hmsl,22,1
0,hmsl_paperclip-fd5c,gpt3-ada,hmslkF9615f2,paperclip,2.2,2.1,hmsl,15,1
0,dod20_pants-ebaf,gpt3-ada,dod2058,pants,3.2,3.0,dod20,16,1
0,dod20_pants-c4b3,gpt3-ada,dod2015,pants,4.5,3.9,dod20,21,1
0,hmsl_paperclip-83a8,gpt3-ada,hmsll7N9V4Mr,paperclip,1.0,1.6,hmsl,16,1
0,dod20_bottle-753e,gpt3-ada,dod2019,bottle,2.7,2.7,dod20,15,1
0,hmsl_paperclip-0434,gpt3-ada,hmslB2edM796,paperclip,1.5,2.7,hmsl,14,1
0,hmsl_paperclip-96b2,gpt3-ada,hmsll976kyQ1,paperclip,1.8,2.4,hmsl,17,1
0,hmsl_paperclip-edd3,gpt3-ada,hmslLec2y841,paperclip,2.3,2.1,hmsl,15,1
0,hmsl_paperclip-44bf,gpt3-ada,hmslUBn73eP3,paperclip,2.8,3.0,hmsl,16,1
0,hmsl_paperclip-bb83,gpt3-ada,hmsl7tAp1G0i,paperclip,2.5,3.0,hmsl,21,1
0,hmsl_paperclip-f8a5,gpt3-ada,hmsluirSLy6r,paperclip,1.8,2.7,hmsl,18,1
0,dod20_pants-15d5,gpt3-ada,dod2042,pants,3.3,2.7,dod20,13,1
0,dod20_bottle-7ee1,gpt3-ada,dod2028,bottle,3.5,2.7,dod20,19,1
0,hmsl_paperclip-a195,gpt3-ada,hmslwJ77G1q1,paperclip,2.0,2.7,hmsl,15,1
0,dod20_shovel-d0a3,gpt3-ada,dod2046,shovel,3.0,2.0,dod20,21,1
0,dod20_pants-45f1,gpt3-ada,dod209,pants,1.0,1.3,dod20,14,1
0,dod20_pants-649e,gpt3-ada,dod2024,pants,1.0,1.0,dod20,14,1
0,hmsl_paperclip-2c55,gpt3-ada,hmslUUCR5rl5,paperclip,2.5,2.7,hmsl,15,1
0,hmsl_paperclip-3ce0,gpt3-ada,hmsl6hf8viCt,paperclip,1.0,1.3,hmsl,16,1
0,hmsl_paperclip-2002,gpt3-ada,hmsl184nBf5b,paperclip,2.2,3.0,hmsl,20,1
0,hmsl_paperclip-e5ba,gpt3-ada,hmslP3oBZCkA,paperclip,2.5,3.0,hmsl,20,1
0,hmsl_paperclip-bc1d,gpt3-ada,hmsly89Nm2JI,paperclip,1.8,2.7,hmsl,17,1
0,motesf_bottle-2343,gpt3-ada,motesf26e3,bottle,3.0,4.3,motesf,40,1
0,motesf_bottle-2ceb,gpt3-ada,motesfe165,bottle,3.3,3.0,motesf,39,1
0,motesf_spoon-dccc,gpt3-ada,motesfd296,spoon,3.0,3.0,motesf,23,1
0,hmsl_paperclip-24d3,gpt3-ada,hmslB2edM796,paperclip,1.0,1.3,hmsl,15,1
0,motesf_bottle-52ef,gpt3-ada,motesf9778,bottle,3.0,3.0,motesf,20,1
0,dod20_bottle-9833,gpt3-ada,dod2022,bottle,2.5,1.6,dod20,14,1
0,dod20_shovel-0d17,gpt3-ada,dod2045,shovel,1.7000000000000002,2.7,dod20,15,1
0,motesp-g1_bottle-30MR,gpt3-ada,30MR,bottle,3.9,4.3,motesp,26,1
0,motesf_bottle-1237,gpt3-ada,motesfc9e1,bottle,3.0,2.7,motesf,17,1
0,hmsl_paperclip-ba09,gpt3-ada,hmslY14N0CIL,paperclip,2.8,2.7,hmsl,20,1
0,hmsl_paperclip-5c0a,gpt3-ada,hmslFh8745VU,paperclip,1.0,1.6,hmsl,20,1
0,hmsl_paperclip-ae70,gpt3-ada,hmsliVOZgWb9,paperclip,2.7,2.7,hmsl,17,1
0,dod20_bottle-8667,gpt3-ada,dod2092,bottle,4.3,3.0,dod20,16,1
0,motesf_bottle-0257,gpt3-ada,motesfea5d,bottle,3.0,3.3,motesf,19,1
0,hmsl_paperclip-238c,gpt3-ada,hmslbDv6Dpf4,paperclip,2.5,3.0,hmsl,18,1
0,hmsl_paperclip-db82,gpt3-ada,hmslDw04qHCX,paperclip,2.7,3.0,hmsl,17,1
0,motesf_bottle-2794,gpt3-ada,motesf1afa,bottle,1.6,1.3,motesf,21,1
0,hmsl_paperclip-4b3e,gpt3-ada,hmsl13ny39cg,paperclip,2.7,2.7,hmsl,16,1
0,dod20_bottle-e839,gpt3-ada,dod202,bottle,4.3,3.0,dod20,18,1
0,dod20_bottle-08a1,gpt3-ada,dod202,bottle,2.5,2.3,dod20,18,1
0,hmsl_paperclip-5e2d,gpt3-ada,hmsl5HXO64Ya,paperclip,3.0,3.0,hmsl,21,1
0,motesf_spoon-6689,gpt3-ada,motesfedde,spoon,3.0,2.3,motesf,29,1
0,hmsl_paperclip-1e6b,gpt3-ada,hmslW8K1dDJu,paperclip,2.1,2.1,hmsl,16,1
0,dod20_bottle-a7cc,gpt3-ada,dod2088,bottle,1.0,2.3,dod20,15,1
0,dod20_pants-bd7a,gpt3-ada,dod2059,pants,4.0,3.3,dod20,15,1
0,hmsl_paperclip-14cc,gpt3-ada,hmslZkew908t,paperclip,2.7,3.6,hmsl,15,1
0,hmsl_paperclip-937e,gpt3-ada,hmsl4No6x5W4,paperclip,2.5,2.7,hmsl,17,1
0,hmsl_paperclip-bdce,gpt3-ada,hmsl5vOtwDx3,paperclip,1.6,3.0,hmsl,16,1
0,motesf_bottle-1259,gpt3-ada,motesfc8ff,bottle,3.6,3.6,motesf,14,1
0,motesf_bottle-9c83,gpt3-ada,motesf6c83,bottle,3.6,3.3,motesf,18,1
0,hmsl_paperclip-8b0c,gpt3-ada,hmslt7SqCvg4,paperclip,2.3,2.7,hmsl,15,1
0,dod20_bottle-4bd4,gpt3-ada,dod2076,bottle,3.8,3.0,dod20,15,1
0,dod20_pants-8139,gpt3-ada,dod2033,pants,3.2,3.0,dod20,14,1
0,hmsl_paperclip-7469,gpt3-ada,hmslj2pr9SC4,paperclip,1.7000000000000002,2.4,hmsl,17,1
0,dod20_shovel-1412,gpt3-ada,dod2084,shovel,1.0,2.7,dod20,19,1
0,hmsl_paperclip-6b40,gpt3-ada,hmslbU801XR6,paperclip,2.5,2.7,hmsl,16,1
0,motesf_bottle-478d,gpt3-ada,motesf65b9,bottle,1.9,1.7,motesf,18,1
0,hmsl_paperclip-d094,gpt3-ada,hmsln0jCAZ1s,paperclip,2.2,2.7,hmsl,15,1
0,hmsl_paperclip-aa45,gpt3-ada,hmslN311258W,paperclip,1.3,1.3,hmsl,16,1
0,dod20_pants-d306,gpt3-ada,dod2013,pants,3.3,3.0,dod20,14,1
0,dod20_bottle-5f5a,gpt3-ada,dod2070,bottle,2.8,3.0,dod20,16,1
0,hmsl_paperclip-77a8,gpt3-ada,hmsl25D5c5m2,paperclip,2.7,2.7,hmsl,16,1
0,dod20_pants-8bba,gpt3-ada,dod2054,pants,3.3,3.0,dod20,15,1
0,hmsl_paperclip-b31e,gpt3-ada,hmsly5XIy25u,paperclip,2.0,3.6,hmsl,20,1
0,hmsl_paperclip-68bb,gpt3-ada,hmslb3AN0bjD,paperclip,2.0,3.0,hmsl,22,1
0,hmsl_paperclip-d9cb,gpt3-ada,hmslnNBNu992,paperclip,2.2,3.0,hmsl,17,1
0,hmsl_paperclip-dd30,gpt3-ada,hmsl0OZ544o2,paperclip,4.0,3.9,hmsl,20,1
0,hmsl_paperclip-7b77,gpt3-ada,hmslp6GZwwsg,paperclip,1.3,1.3,hmsl,16,1
0,motesp-g1_spoon-29GA,gpt3-ada,29GA,spoon,2.8,3.0,motesp,21,1
0,hmsl_paperclip-d491,gpt3-ada,hmslSGoXL6xi,paperclip,2.5,2.7,hmsl,18,1
0,motesf_spoon-abad,gpt3-ada,motesf0e01,spoon,2.7,2.7,motesf,19,1
0,hmsl_paperclip-0339,gpt3-ada,hmslVRjUpNjw,paperclip,1.5,3.0,hmsl,16,1
0,hmsl_paperclip-059a,gpt3-ada,hmsl8QXs25dr,paperclip,2.5,1.6,hmsl,15,1
0,hmsl_paperclip-84ce,gpt3-ada,hmslK6LmqSD5,paperclip,3.3,3.0,hmsl,22,1
0,motesf_spoon-8073,gpt3-ada,motesf1f0e,spoon,2.7,2.7,motesf,20,1
0,hmsl_paperclip-e28a,gpt3-ada,hmslV453P9LD,paperclip,2.7,2.7,hmsl,14,1
0,motesf_spoon-c6e5,gpt3-ada,motesfa255,spoon,3.3,4.0,motesf,21,1
0,dod20_bottle-a5f3,gpt3-ada,dod2032,bottle,3.2,2.7,dod20,15,1
0,dod20_pants-50e6,gpt3-ada,dod209,pants,2.0,2.1,dod20,14,1
0,dod20_shovel-27c4,gpt3-ada,dod2090,shovel,1.5,2.3,dod20,19,1
0,dod20_bottle-ca21,gpt3-ada,dod2080,bottle,1.0,1.0,dod20,15,1
0,hmsl_paperclip-f4ca,gpt3-ada,hmsldENdB2Qt,paperclip,3.0,2.7,hmsl,16,1
0,dod20_pants-4246,gpt3-ada,dod2066,pants,2.5,2.7,dod20,14,1
0,hmsl_paperclip-08fa,gpt3-ada,hmsliAmxL5kV,paperclip,1.0,1.6,hmsl,15,1
0,motesf_bottle-703d,gpt3-ada,motesf82ce,bottle,3.3,3.0,motesf,15,1
0,dod20_pants-bb4c,gpt3-ada,dod2041,pants,2.3,2.7,dod20,18,1
0,hmsl_paperclip-caee,gpt3-ada,hmsl26AI7yNO,paperclip,2.3,2.7,hmsl,16,1
0,hmsl_paperclip-969d,gpt3-ada,hmsl3drmN5S2,paperclip,2.3,3.0,hmsl,19,1
0,hmsl_paperclip-1006,gpt3-ada,hmsl77sZintI,paperclip,2.8,2.7,hmsl,19,1
0,dod20_shovel-d2b7,gpt3-ada,dod2035,shovel,1.5,2.7,dod20,17,1
0,motesf_spoon-8acb,gpt3-ada,motesf11b9,spoon,3.0,3.0,motesf,19,1
0,motesf_spoon-6f65,gpt3-ada,motesfa597,spoon,2.4,3.3,motesf,24,1
0,motesf_bottle-9df0,gpt3-ada,motesf091d,bottle,3.0,4.1,motesf,31,1
0,dod20_pants-d60d,gpt3-ada,dod2033,pants,3.2,3.0,dod20,16,1
0,dod20_pants-763d,gpt3-ada,dod2024,pants,2.5,3.0,dod20,18,1
0,hmsl_paperclip-38c1,gpt3-ada,hmslxW7eohB9,paperclip,2.0,2.4,hmsl,19,1
0,motesf_bottle-604d,gpt3-ada,motesf093f,bottle,2.4,3.0,motesf,25,1
0,dod20_bottle-eae5,gpt3-ada,dod2036,bottle,2.5,2.0,dod20,16,1
0,hmsl_paperclip-aaf2,gpt3-ada,hmslrG6gvMfs,paperclip,2.0,3.6,hmsl,15,1
0,hmsl_paperclip-8199,gpt3-ada,hmslD9ZeYC3r,paperclip,4.2,3.0,hmsl,22,1
0,dod20_bottle-0937,gpt3-ada,dod2012,bottle,2.8,1.7,dod20,16,1
