,id,model,participant,prompt,target,predicted,src,split,question,response,response_num
912,dod20_pants-b2bf,SemDis_MEAN,dod2085,pants,1.2,0.79984,dod20,gt_byprompt,What is a surprising use for PANTS?,wash,8
913,motesf_spoon-0370,SemDis_MEAN,motesff7e6,spoon,3.6,1.01764,motesf,gt_byprompt,What is a surprising use for a SPOON?,You can use a spoon to stack and stack them up on each other like a game and play with others.,2
914,hmsl_paperclip-a869,SemDis_MEAN,hmsldENdB2Qt,paperclip,3.3,0.9074,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,weight the front of a paper airplane,15.0
915,hmsl_paperclip-47a8,SemDis_MEAN,hmslA2I3zLm4,paperclip,1.6,0.89926,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,Make a chain,4.0
916,motesp-g1_spoon-1RG,SemDis_MEAN,1RG,spoon,2.3,0.93215,motesp,gt_byprompt,What is a surprising use for a SPOON?,A knife for cutting food.,
917,dod20_shovel-362d,SemDis_MEAN,dod2052,shovel,3.7,0.97505,dod20,gt_byprompt,What is a surprising use for a SHOVEL?,used as a pole in limbo,1
918,dod20_shovel-56b7,SemDis_MEAN,dod2076,shovel,3.0,,dod20,gt_byprompt,What is a surprising use for a SHOVEL?,doorstopper,2
919,hmsl_paperclip-b54d,SemDis_MEAN,hmsl6gNs42nt,paperclip,3.2,0.94823,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,push the 'reset' button on the back of an Android tablet,3.0
920,dod20_pants-0ae2,SemDis_MEAN,dod2028,pants,3.0,0.93575,dod20,gt_byprompt,What is a surprising use for PANTS?,cut the pants into squares and sew into a small blanket or pillow,1
921,dod20_pants-b90c,SemDis_MEAN,dod2027,pants,2.5,0.92585,dod20,gt_byprompt,What is a surprising use for PANTS?,cut it up to make a quilt,2
922,dod20_pants-e42f,SemDis_MEAN,dod2012,pants,2.5,0.93977,dod20,gt_byprompt,What is a surprising use for PANTS?,to help start a fire,1
923,motesf_bottle-9c5a,SemDis_MEAN,motesf182b,bottle,3.0,1.03782,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,you can make a bird feeder out of it,1
924,hmsl_paperclip-672b,SemDis_MEAN,hmslkPD89jW3,paperclip,2.3,0.93564,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,nail cleaner,5.0
925,hmsl_paperclip-758a,SemDis_MEAN,hmslB58NwC54,paperclip,2.0,1.03775,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,to hold a bookmark,3.0
926,dod20_bottle-8924,SemDis_MEAN,dod2024,bottle,3.0,0.97238,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,for games,10
927,hmsl_paperclip-13e9,SemDis_MEAN,hmsl714kNX5M,paperclip,2.0,1.05565,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,device used to clean under finger nails,4.0
928,dod20_pants-92d7,SemDis_MEAN,dod2060,pants,3.0,0.85554,dod20,gt_byprompt,What is a surprising use for PANTS?,insulation,2
929,hmsl_paperclip-f1d8,SemDis_MEAN,hmslY14N0CIL,paperclip,2.8,1.06825,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,Unbend and use as a fishhook,9.0
930,hmsl_paperclip-72fa,SemDis_MEAN,hmslW8K1dDJu,paperclip,2.5,0.88372,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,use to attach jewelry instead of a clasp,5.0
931,dod20_bottle-fbb5,SemDis_MEAN,dod2056,bottle,3.5,0.9863,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,to juggle,7
932,motesf_spoon-50ae,SemDis_MEAN,motesfa8f1,spoon,2.7,0.95124,motesf,gt_byprompt,What is a surprising use for a SPOON?,bend the spoon and use it and it will look like the letter V,2
933,dod20_pants-e0a3,SemDis_MEAN,dod2078,pants,2.7,1.06155,dod20,gt_byprompt,What is a surprising use for PANTS?,stop bleeding,8
934,dod20_bottle-8d63,SemDis_MEAN,dod2033,bottle,3.3,0.84725,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,scoops,3
935,dod20_shovel-6bde,SemDis_MEAN,dod2043,shovel,1.0,1.00829,dod20,gt_byprompt,What is a surprising use for a SHOVEL?,fill in holes,3
936,motesf_spoon-cf01,SemDis_MEAN,motesfef0d,spoon,3.0,1.01163,motesf,gt_byprompt,What is a surprising use for a SPOON?,I can use the back of a spoon to stab something like a computer,2
937,dod20_bottle-68ec,SemDis_MEAN,dod2037,bottle,2.0,0.81086,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,package,2
938,hmsl_paperclip-297f,SemDis_MEAN,hmslgEOtW7kc,paperclip,2.2,0.95617,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,Clean under fingernails,5.0
939,motesf_spoon-10a2,SemDis_MEAN,motesf9dcb,spoon,3.9,0.98288,motesf,gt_byprompt,What is a surprising use for a SPOON?,use it for baseball,2
940,dod20_bottle-2447,SemDis_MEAN,dod2040,bottle,3.0,0.94028,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,use as flower pot,5
941,dod20_bottle-2336,SemDis_MEAN,dod2066,bottle,1.7000000000000002,0.8811,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,to hold toxic liquids,2
942,motesp-g1_spoon-24ES,SemDis_MEAN,24ES,spoon,2.1,0.93963,motesp,gt_byprompt,What is a surprising use for a SPOON?,you can make something out of it,
943,motesf_bottle-f8cd,SemDis_MEAN,motesf8c19,bottle,2.7,1.04123,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,target practice,5
944,dod20_pants-918b,SemDis_MEAN,dod2046,pants,1.0,1.03156,dod20,gt_byprompt,What is a surprising use for PANTS?,cover your legs,0
945,hmsl_paperclip-2daf,SemDis_MEAN,hmslK883nL64,paperclip,2.5,0.99809,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,x-mas orniment hook ,4.0
946,hmsl_paperclip-b499,SemDis_MEAN,hmsl5KN8A59N,paperclip,2.0,0.95574,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,christmas ornament holder,4.0
947,motesf_spoon-aa51,SemDis_MEAN,motesfcb70,spoon,2.7,0.99218,motesf,gt_byprompt,What is a surprising use for a SPOON?,to launch things,1
948,hmsl_paperclip-4678,SemDis_MEAN,hmsl14BdrD3U,paperclip,3.0,0.93326,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,"Pencil holder, when folder into approroiate shape.",3.0
949,dod20_pants-4f6c,SemDis_MEAN,dod2014,pants,2.3,1.01477,dod20,gt_byprompt,What is a surprising use for PANTS?,dust rag,2
950,hmsl_paperclip-93ba,SemDis_MEAN,hmslc62vD57c,paperclip,1.2,0.89255,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,To clip plastic together,10.0
951,hmsl_paperclip-6496,SemDis_MEAN,hmsleuaMDyU7,paperclip,2.0,0.75042,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,tie clip,4.0
952,hmsl_paperclip-f22f,SemDis_MEAN,hmslC9hwW590,paperclip,2.3,1.00879,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,pin crafts,6.0
953,dod20_shovel-9ab9,SemDis_MEAN,dod2091,shovel,1.5,0.9561,dod20,gt_byprompt,What is a surprising use for a SHOVEL?,snow clearing,1
954,dod20_bottle-1797,SemDis_MEAN,dod2080,bottle,1.0,0.77506,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,put a m,4
955,hmsl_paperclip-6b65,SemDis_MEAN,hmslRnAQze77,paperclip,1.5,0.90252,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,Face cleaner,2.0
956,dod20_pants-298b,SemDis_MEAN,dod203,pants,2.2,0.76024,dod20,gt_byprompt,What is a surprising use for PANTS?,a mop,1
957,dod20_pants-551c,SemDis_MEAN,dod204,pants,3.7,0.96621,dod20,gt_byprompt,What is a surprising use for PANTS?,a makeshift flag,2
958,motesf_bottle-b1d5,SemDis_MEAN,motesfbd4c,bottle,3.3,0.94427,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,put your get fish in it and release it in a pool,7
959,dod20_bottle-38ef,SemDis_MEAN,dod2038,bottle,1.0,0.48543,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,to drink booxe from,5
960,hmsl_paperclip-f45d,SemDis_MEAN,hmsl3qx6PWXs,paperclip,1.7000000000000002,0.83651,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,hang things from them,6.0
961,dod20_shovel-88b4,SemDis_MEAN,dod2050,shovel,4.2,0.96566,dod20,gt_byprompt,What is a surprising use for a SHOVEL?,use as the base for a farm inspired mobile,1
962,dod20_shovel-d598,SemDis_MEAN,dod2060,shovel,3.5,0.89262,dod20,gt_byprompt,What is a surprising use for a SHOVEL?,climbing,3
963,dod20_shovel-aaf1,SemDis_MEAN,dod2071,shovel,1.5,0.98758,dod20,gt_byprompt,What is a surprising use for a SHOVEL?,dig flowers,0
964,motesf_bottle-718f,SemDis_MEAN,motesffc22,bottle,2.4,1.05867,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,to put holes in it,8
965,hmsl_paperclip-3c56,SemDis_MEAN,hmsldENdB2Qt,paperclip,2.5,1.1032,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,scratch lottery card,9.0
966,motesf_bottle-f239,SemDis_MEAN,motesf16a5,bottle,3.6,0.74438,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,a bottle plane of bomb,7
967,dod20_pants-d310,SemDis_MEAN,dod2087,pants,3.5,0.97771,dod20,gt_byprompt,What is a surprising use for PANTS?,"cut off a leg, tie one end shut, use it as a sack",2
968,motesf_spoon-50cb,SemDis_MEAN,motesfa684,spoon,2.7,0.96816,motesf,gt_byprompt,What is a surprising use for a SPOON?,I would make it a mini catapult,6
969,dod20_bottle-2f7b,SemDis_MEAN,dod2016,bottle,3.0,0.95682,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,plant a small flower in it,0
970,hmsl_paperclip-2655,SemDis_MEAN,hmslD9ZeYC3r,paperclip,2.0,1.01313,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,a bookmark,8.0
971,dod20_pants-25fe,SemDis_MEAN,dod2046,pants,2.2,0.9232,dod20,gt_byprompt,What is a surprising use for PANTS?,cut them up and use the pieces to patch other clothing,1
972,dod20_pants-b544,SemDis_MEAN,dod2010,pants,1.3,0.98276,dod20,gt_byprompt,What is a surprising use for PANTS?,comfortable to wear,1
973,hmsl_paperclip-1f07,SemDis_MEAN,hmsl3KwNtbkQ,paperclip,1.0,0.81492,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,HOLD PAPERS,1.0
974,motesf_bottle-558f,SemDis_MEAN,motesf6883,bottle,3.3,0.95037,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,break car windshields,8
975,dod20_pants-21c1,SemDis_MEAN,dod2028,pants,2.2,0.87311,dod20,gt_byprompt,What is a surprising use for PANTS?,cut the legs and make into a pair of shorts,4
976,dod20_shovel-d055,SemDis_MEAN,dod2078,shovel,3.0,0.9282,dod20,gt_byprompt,What is a surprising use for a SHOVEL?,weapon to hit someone,1
977,hmsl_paperclip-7631,SemDis_MEAN,hmslLr5bzVBf,paperclip,2.0,1.00474,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,puncture,2.0
978,dod20_pants-fa0a,SemDis_MEAN,dod2013,pants,3.2,0.9986,dod20,gt_byprompt,What is a surprising use for PANTS?,tie and bundle things together,7
979,dod20_pants-03a2,SemDis_MEAN,dod2054,pants,3.5,0.85626,dod20,gt_byprompt,What is a surprising use for PANTS?,curtain,13
980,hmsl_paperclip-3b4e,SemDis_MEAN,hmslp6GZwwsg,paperclip,3.0,0.89013,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,Graffiti on plastic scratch tool,4.0
981,dod20_shovel-e761,SemDis_MEAN,dod2073,shovel,1.7000000000000002,1.0421,dod20,gt_byprompt,What is a surprising use for a SHOVEL?,demolition tool,3
982,dod20_shovel-ce42,SemDis_MEAN,dod2055,shovel,4.0,0.85665,dod20,gt_byprompt,What is a surprising use for a SHOVEL?,stool,5
983,hmsl_paperclip-1656,SemDis_MEAN,hmslvWx8G5y2,paperclip,1.0,1.10331,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,Put papers together,1.0
984,motesf_bottle-2eb9,SemDis_MEAN,motesf4c5b,bottle,3.3,0.99328,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,by making slime,7
985,dod20_shovel-0487,SemDis_MEAN,dod2022,shovel,1.7000000000000002,0.88152,dod20,gt_byprompt,What is a surprising use for a SHOVEL?,build,0
986,hmsl_paperclip-16d9,SemDis_MEAN,hmslb52wN2J4,paperclip,2.6,1.00253,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,earring,5.0
987,motesf_bottle-1d85,SemDis_MEAN,motesfcf00,bottle,2.1,1.03121,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,throw it at a wall,3
988,motesf_bottle-dc5e,SemDis_MEAN,motesfad97,bottle,3.0,1.05293,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,one surprising way to use a bottle is you can make a boat with it.,6
989,motesf_bottle-3f35,SemDis_MEAN,motesf8bf1,bottle,3.3,0.99025,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,to make it a spaceship with wheels,5
990,dod20_bottle-26d8,SemDis_MEAN,dod2049,bottle,3.0,1.02676,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,fill with sand and use like a sand bag,0
991,dod20_pants-75e0,SemDis_MEAN,dod2017,pants,2.7,0.97024,dod20,gt_byprompt,What is a surprising use for PANTS?,laundry pin holder,0
992,hmsl_paperclip-6e67,SemDis_MEAN,hmslB0o9M8xC,paperclip,3.0,1.10533,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,inexpensive ear (or body?)-piercing tool,16.0
993,dod20_pants-85cd,SemDis_MEAN,dod2041,pants,4.8,1.03291,dod20,gt_byprompt,What is a surprising use for PANTS?,to sturdy vines or small trees,3
994,motesf_bottle-39cb,SemDis_MEAN,motesf3905,bottle,3.3,0.8809,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,blending it.,6
995,hmsl_paperclip-4934,SemDis_MEAN,hmslFQfN6485,paperclip,1.0,0.95284,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,use to fasten papers,2.0
996,hmsl_paperclip-e753,SemDis_MEAN,hmslT7PsWT76,paperclip,1.0,0.91764,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,holding sheets of paper together,2.0
997,hmsl_paperclip-ada1,SemDis_MEAN,hmsljZeyKHnS,paperclip,2.2,0.97162,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,clean wax out of ear canal 6,6.0
998,hmsl_paperclip-df47,SemDis_MEAN,hmsl6xuQ1Z9X,paperclip,1.0,1.11529,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,holding paper together ,1.0
999,motesf_spoon-138a,SemDis_MEAN,motesf979d,spoon,3.6,1.00891,motesf,gt_byprompt,What is a surprising use for a SPOON?,to make it a hat,3
1000,dod20_bottle-4268,SemDis_MEAN,dod2090,bottle,1.0,0.99547,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,transport liquids,3
1001,hmsl_paperclip-13bf,SemDis_MEAN,hmslba1FcFHt,paperclip,2.8,0.92266,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,xbox opener,2.0
1002,hmsl_paperclip-a78d,SemDis_MEAN,hmsll7N9V4Mr,paperclip,1.5,0.92959,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,Organizing wires,3.0
1003,dod20_bottle-b6d8,SemDis_MEAN,dod2050,bottle,2.7,0.97394,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,put a note in a bottle and throw it into the ocean,1
1004,hmsl_paperclip-7af8,SemDis_MEAN,hmsl6gNs42nt,paperclip,2.2,0.88109,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,make child's necklace (with several),6.0
1005,motesf_bottle-e41d,SemDis_MEAN,motesf8dd4,bottle,3.0,0.94194,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,a bank,5
1006,hmsl_paperclip-f56a,SemDis_MEAN,hmsljhX9tFGh,paperclip,2.5,1.02715,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,string together as necklace,5.0
1007,dod20_pants-bfbb,SemDis_MEAN,dod2075,pants,2.3,1.05857,dod20,gt_byprompt,What is a surprising use for PANTS?,absorb water,6
1008,motesf_bottle-a0c8,SemDis_MEAN,motesf950a,bottle,4.1,0.91624,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,put sand inside it and tape another one to make a time glass.,6
1009,dod20_bottle-e477,SemDis_MEAN,dod2082,bottle,3.0,1.03384,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,to make crafts,2
1010,motesp-g1_spoon-13OO,SemDis_MEAN,13OO,spoon,3.4,1.00298,motesp,gt_byprompt,What is a surprising use for a SPOON?,put white slime on the spoon then put little cereal bits and give it to someone and when they taste it it will taste horrible,
1011,motesf_bottle-3404,SemDis_MEAN,motesfb1a5,bottle,3.3,1.02965,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,you can use it as an airplane for your toy,3
1012,hmsl_paperclip-7a0d,SemDis_MEAN,hmslY25HD9n2,paperclip,2.2,1.04653,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,open up a locked door knob.,6.0
1013,dod20_bottle-acca,SemDis_MEAN,dod2036,bottle,3.2,1.00738,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,entertain with bottle flipping,3
1014,hmsl_paperclip-a6f0,SemDis_MEAN,hmsl5CH3FMbC,paperclip,2.5,0.90984,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,Unfold it and use it as a short wire,3.0
1015,dod20_pants-5b74,SemDis_MEAN,dod202,pants,3.7,0.97456,dod20,gt_byprompt,What is a surprising use for PANTS?,to use as a flag,4
1016,hmsl_paperclip-3c13,SemDis_MEAN,hmsliC3RI2p2,paperclip,3.2,0.9722,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,used to poke small reset buttons on electronics,7.0
1017,hmsl_paperclip-a338,SemDis_MEAN,hmslgEOtW7kc,paperclip,1.5,0.8901,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,String together to make a chain,2.0
1018,motesf_spoon-0c2b,SemDis_MEAN,motesf093f,spoon,2.7,0.97215,motesf,gt_byprompt,What is a surprising use for a SPOON?,We can make a ball thrower.,8
1019,motesf_spoon-b863,SemDis_MEAN,motesfc16a,spoon,2.7,0.94857,motesf,gt_byprompt,What is a surprising use for a SPOON?,get a spoon and put food and flick the food off of it,1
1020,motesf_spoon-4864,SemDis_MEAN,motesf812b,spoon,3.3,1.01716,motesf,gt_byprompt,What is a surprising use for a SPOON?,hurt someone,5
1021,dod20_bottle-4ed8,SemDis_MEAN,dod2048,bottle,2.8,0.96716,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,decoration,11
1022,hmsl_paperclip-84cc,SemDis_MEAN,hmsl57ZLnnlc,paperclip,2.0,0.89151,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,close bags,2.0
1023,dod20_bottle-c148,SemDis_MEAN,dod2013,bottle,2.0,0.90231,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,feed a baby animal,11
1024,motesf_spoon-05e7,SemDis_MEAN,motesf8bf1,spoon,2.7,0.9734,motesf,gt_byprompt,What is a surprising use for a SPOON?,I can use a spoon as a sword,4
1025,motesf_spoon-b891,SemDis_MEAN,motesff4b9,spoon,2.7,1.02401,motesf,gt_byprompt,What is a surprising use for a SPOON?,you could use a spoon that's not too hard to bend as a slingshot for things,2
1026,dod20_pants-0b06,SemDis_MEAN,dod208,pants,1.2,1.01487,dod20,gt_byprompt,What is a surprising use for PANTS?,cover your body,1
1027,hmsl_paperclip-b9c1,SemDis_MEAN,hmsl57D9S225,paperclip,1.0,0.79407,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,hold paper,1.0
1028,motesf_spoon-465f,SemDis_MEAN,motesf3dd4,spoon,3.0,0.85941,motesf,gt_byprompt,What is a surprising use for a SPOON?,a machete,3
1029,dod20_pants-2d6f,SemDis_MEAN,dod2081,pants,2.2,0.98253,dod20,gt_byprompt,What is a surprising use for PANTS?,dress a snowman,9
1030,motesf_bottle-00f7,SemDis_MEAN,motesfdb8e,bottle,3.0,0.94637,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,to make it a rocketship,3
1031,motesf_bottle-7030,SemDis_MEAN,motesf98dc,bottle,3.0,0.94719,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,cut it in half and make a pencil holder,3
1032,motesf_bottle-6d08,SemDis_MEAN,motesfa666,bottle,3.0,1.03667,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,a boat so it can float on water,6
1033,dod20_bottle-a3c9,SemDis_MEAN,dod2081,bottle,3.3,1.0214,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,rolling pin,10
1034,hmsl_paperclip-27fb,SemDis_MEAN,hmsl7Gm32lak,paperclip,2.5,0.9348,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,use as a wire twistto bundle something,4.0
1035,dod20_bottle-eff5,SemDis_MEAN,dod2032,bottle,2.7,1.00868,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,science experiment,0
1036,hmsl_paperclip-15a8,SemDis_MEAN,hmslj0DY4Qzg,paperclip,3.8,0.88749,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,pack straw with spitballs,7.0
1037,dod20_bottle-e75b,SemDis_MEAN,dod2054,bottle,3.8,1.08149,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,look through it to see the world differently,13
1038,motesf_bottle-0487,SemDis_MEAN,motesfbf82,bottle,3.0,0.94497,motesf,gt_byprompt,What is a surprising use for a BOTTLE?,putting it on your feet as shoes,6
1039,dod20_pants-973f,SemDis_MEAN,dod2067,pants,2.3,0.87685,dod20,gt_byprompt,What is a surprising use for PANTS?,cleaner,1
1040,dod20_shovel-0566,SemDis_MEAN,dod2023,shovel,2.3,1.02051,dod20,gt_byprompt,What is a surprising use for a SHOVEL?,to smash things,5
1041,dod20_bottle-2cf1,SemDis_MEAN,dod2079,bottle,2.5,0.93954,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,it is used as a craft item,0
1042,dod20_pants-1840,SemDis_MEAN,dod2022,pants,2.0,0.8332,dod20,gt_byprompt,What is a surprising use for PANTS?,dye,7
1043,dod20_pants-9e7f,SemDis_MEAN,dod2087,pants,2.3,0.93416,dod20,gt_byprompt,What is a surprising use for PANTS?,cut apart to use for sewing projects,0
1044,hmsl_paperclip-5874,SemDis_MEAN,hmslRRWg2Zzl,paperclip,1.8,0.93609,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,Making a necklace,3.0
1045,motesf_spoon-ea84,SemDis_MEAN,motesf6883,spoon,2.4,0.68912,motesf,gt_byprompt,What is a surprising use for a SPOON?,eat a burger with a spoon,5
1046,hmsl_paperclip-cc4a,SemDis_MEAN,hmslhj8bSQrN,paperclip,3.5,1.04625,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,use as skewer,12.0
1047,dod20_bottle-aba2,SemDis_MEAN,dod2057,bottle,3.5,0.91154,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,candle stick holder,1
1048,hmsl_paperclip-1677,SemDis_MEAN,hmslwl41F5Rd,paperclip,3.0,1.15127,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,paper airplane weight ,11.0
1049,hmsl_paperclip-a73e,SemDis_MEAN,hmsl8dsuK18a,paperclip,2.0,1.10685,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,Form into a finger ring,2.0
1050,dod20_bottle-da24,SemDis_MEAN,dod204,bottle,4.3,1.02884,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,break it and use to tile a table,2
1051,hmsl_paperclip-f007,SemDis_MEAN,hmslhee1Wrlg,paperclip,1.7000000000000002,0.99325,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,Jewelry,2.0
1052,hmsl_paperclip-ca57,SemDis_MEAN,hmsl6hf8viCt,paperclip,2.8,0.88588,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,Running a current,4.0
1053,hmsl_paperclip-b9eb,SemDis_MEAN,hmslib5Yvt55,paperclip,2.7,0.90383,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,bend into a mini TV antenna,2.0
1054,hmsl_paperclip-3b9d,SemDis_MEAN,hmslv1f48OH2,paperclip,1.2,0.91267,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,Organize different items together,3.0
1055,hmsl_paperclip-13bb,SemDis_MEAN,hmsl714kNX5M,paperclip,3.3,0.89238,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,cellphone/electronic device resetter tool,5.0
1056,hmsl_paperclip-088e,SemDis_MEAN,hmslb3AN0bjD,paperclip,2.0,1.10382,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,hold clothing together ,3.0
1057,dod20_shovel-ea8e,SemDis_MEAN,dod2035,shovel,1.5,0.99062,dod20,gt_byprompt,What is a surprising use for a SHOVEL?,moving gravel,2
1058,hmsl_paperclip-d8ad,SemDis_MEAN,hmsl3KwNtbkQ,paperclip,2.7,1.09353,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,USE WITH A MAGNET,3.0
1059,dod20_bottle-6a46,SemDis_MEAN,dod2028,bottle,2.5,1.00575,dod20,gt_byprompt,What is a surprising use for a BOTTLE?,recycle alot of them and get cash for the glass,1
1060,dod20_shovel-b3e3,SemDis_MEAN,dod2078,shovel,2.7,0.98362,dod20,gt_byprompt,What is a surprising use for a SHOVEL?,paint for a decoration,2
1061,hmsl_paperclip-67f7,SemDis_MEAN,hmslV8mxLJpC,paperclip,3.8,1.03957,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,Use as a utensil if you forget your fork,9.0
1062,motesf_spoon-9ec0,SemDis_MEAN,motesf8e98,spoon,3.6,0.98896,motesf,gt_byprompt,What is a surprising use for a SPOON?,Melting it and put it in someone's glass!,8
1063,hmsl_paperclip-7f88,SemDis_MEAN,hmslUUx7idJG,paperclip,4.2,1.05533,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,use to hold tiny food bit,7.0
1064,dod20_shovel-b843,SemDis_MEAN,dod2027,shovel,2.5,0.89092,dod20,gt_byprompt,What is a surprising use for a SHOVEL?,use it as a prybar,1
1065,dod20_shovel-1aef,SemDis_MEAN,dod2017,shovel,4.0,0.99206,dod20,gt_byprompt,What is a surprising use for a SHOVEL?,christmas decoration,3
1066,dod20_pants-2f34,SemDis_MEAN,dod208,pants,3.0,1.01597,dod20,gt_byprompt,What is a surprising use for PANTS?,cover to the head,11
1067,hmsl_paperclip-536c,SemDis_MEAN,hmslBJx2mO6R,paperclip,1.2,0.8414,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,"separate paper items, in a stack ",6.0
1068,hmsl_paperclip-fd5c,SemDis_MEAN,hmslkF9615f2,paperclip,2.2,0.9263,hmsl,gt_byprompt,What is a surprising use for a PAPERCLIP?,poke someone,4.0
1069,dod20_pants-ebaf,SemDis_MEAN,dod2058,pants,3.2,1.02677,dod20,gt_byprompt,What is a surprising use for PANTS?,bindings for door,2
1070,dod20_pants-c4b3,SemDis_MEAN,dod2015,pants,4.5,0.98285,dod20,gt_byprompt,What is a surprising use for PANTS?,use them as a sail on a small boat,0
