,id,model,participant,prompt,target,predicted,src,split
797,hmsl_paperclip-ca42,t5-base,hmslBJx2mO6R,paperclip,2.3,3.3,hmsl,gt_byprompt
798,hmsl_paperclip-02e1,t5-base,hmslKrS6IRo8,paperclip,3.0,2.3,hmsl,gt_byprompt
799,hmsl_paperclip-6fa7,t5-base,hmslls85DI0O,paperclip,1.0,1.3,hmsl,gt_byprompt
800,motesf_spoon-9f42,t5-base,motesfd67d,spoon,3.0,3.9,motesf,gt_byprompt
801,motesf_spoon-b07a,t5-base,motesf371b,spoon,2.7,3.3,motesf,gt_byprompt
802,dod20_bottle-fed9,t5-base,dod2036,bottle,1.3,3.3,dod20,gt_byprompt
803,hmsl_paperclip-fcb5,t5-base,hmslS3kVSz67,paperclip,1.0,1.3,hmsl,gt_byprompt
804,dod20_pants-5b74,t5-base,dod202,pants,3.7,3.6,dod20,gt_byprompt
805,dod20_pants-1d30,t5-base,dod2071,pants,3.0,2.4,dod20,gt_byprompt
806,motesf_spoon-a911,t5-base,motesf9de6,spoon,3.9,3.9,motesf,gt_byprompt
807,dod20_shovel-3572,t5-base,dod2025,shovel,2.0,2.7,dod20,gt_byprompt
808,dod20_bottle-c481,t5-base,dod2073,bottle,3.3,2.7,dod20,gt_byprompt
809,motesp-g1_bottle-15CP,t5-base,15CP,bottle,3.4,4.1,motesp,gt_byprompt
810,dod20_pants-73ae,t5-base,dod2092,pants,4.5,4.1,dod20,gt_byprompt
811,dod20_bottle-0dfb,t5-base,dod2040,bottle,1.7000000000000002,1.7,dod20,gt_byprompt
812,dod20_pants-916f,t5-base,dod201,pants,2.5,3.3,dod20,gt_byprompt
813,motesf_bottle-6e4f,t5-base,motesfd947,bottle,2.1,2.1,motesf,gt_byprompt
814,hmsl_paperclip-7b77,t5-base,hmslp6GZwwsg,paperclip,1.3,1.3,hmsl,gt_byprompt
815,hmsl_paperclip-a021,t5-base,hmslwl41F5Rd,paperclip,3.5,3.3,hmsl,gt_byprompt
816,dod20_bottle-e72f,t5-base,dod2011,bottle,1.7000000000000002,3.3,dod20,gt_byprompt
817,dod20_shovel-6bde,t5-base,dod2043,shovel,1.0,2.3,dod20,gt_byprompt
818,motesf_bottle-e8b5,t5-base,motesfa4a0,bottle,2.7,2.7,motesf,gt_byprompt
819,hmsl_paperclip-8c3a,t5-base,hmsl3fPP7hT0,paperclip,1.0,1.3,hmsl,gt_byprompt
820,hmsl_paperclip-17ca,t5-base,hmsl7TsEhr8Z,paperclip,2.3,3.0,hmsl,gt_byprompt
821,dod20_bottle-88ee,t5-base,dod2061,bottle,3.7,1.9,dod20,gt_byprompt
822,hmsl_paperclip-c23e,t5-base,hmslMzKGrHfk,paperclip,2.2,2.7,hmsl,gt_byprompt
823,motesf_spoon-fd56,t5-base,motesfb1d1,spoon,3.3,3.3,motesf,gt_byprompt
824,hmsl_paperclip-c074,t5-base,hmslM826NWy8,paperclip,2.5,2.7,hmsl,gt_byprompt
825,motesf_spoon-05e7,t5-base,motesf8bf1,spoon,2.7,3.6,motesf,gt_byprompt
826,hmsl_paperclip-8116,t5-base,hmslm9S84IQd,paperclip,3.5,1.9,hmsl,gt_byprompt
827,dod20_pants-53b1,t5-base,dod2090,pants,3.8,4.1,dod20,gt_byprompt
828,hmsl_paperclip-f45d,t5-base,hmsl3qx6PWXs,paperclip,1.7000000000000002,2.3,hmsl,gt_byprompt
829,motesf_bottle-b9dc,t5-base,motesf6ea9,bottle,3.3,3.9,motesf,gt_byprompt
830,motesf_spoon-dccc,t5-base,motesfd296,spoon,3.0,3.6,motesf,gt_byprompt
831,motesf_bottle-7c4e,t5-base,motesf2665,bottle,2.4,2.7,motesf,gt_byprompt
832,dod20_shovel-7517,t5-base,dod2048,shovel,3.2,2.8,dod20,gt_byprompt
833,dod20_bottle-6010,t5-base,dod2059,bottle,4.0,2.4,dod20,gt_byprompt
834,hmsl_paperclip-be42,t5-base,hmslfpSd88hY,paperclip,4.0,3.9,hmsl,gt_byprompt
835,motesf_bottle-3dd8,t5-base,motesf7cbb,bottle,3.3,4.1,motesf,gt_byprompt
836,dod20_pants-0293,t5-base,dod2059,pants,3.0,2.7,dod20,gt_byprompt
837,hmsl_paperclip-b70a,t5-base,hmslTz3xw8MP,paperclip,2.5,2.7,hmsl,gt_byprompt
838,dod20_bottle-f7b1,t5-base,dod2071,bottle,3.5,2.7,dod20,gt_byprompt
839,dod20_pants-551c,t5-base,dod204,pants,3.7,3.6,dod20,gt_byprompt
840,hmsl_paperclip-ff89,t5-base,hmslG63FgMsT,paperclip,1.0,1.3,hmsl,gt_byprompt
841,dod20_pants-47e8,t5-base,dod2013,pants,2.5,3.3,dod20,gt_byprompt
842,dod20_pants-dc10,t5-base,dod201,pants,3.5,3.3,dod20,gt_byprompt
843,hmsl_paperclip-6884,t5-base,hmsliC3RI2p2,paperclip,2.5,3.7,hmsl,gt_byprompt
844,motesf_spoon-0746,t5-base,motesf3fe9,spoon,3.0,3.3,motesf,gt_byprompt
845,hmsl_paperclip-cbf4,t5-base,hmslzdyei4a2,paperclip,2.1,3.3,hmsl,gt_byprompt
846,dod20_bottle-71c5,t5-base,dod2043,bottle,1.2,2.1,dod20,gt_byprompt
847,dod20_shovel-d1a2,t5-base,dod2092,shovel,2.5,3.9,dod20,gt_byprompt
848,dod20_shovel-d589,t5-base,dod2037,shovel,2.0,2.3,dod20,gt_byprompt
849,hmsl_paperclip-a373,t5-base,hmslK883nL64,paperclip,2.8,3.3,hmsl,gt_byprompt
850,motesf_bottle-93b2,t5-base,motesfcede,bottle,1.9,3.0,motesf,gt_byprompt
851,dod20_pants-4423,t5-base,dod2016,pants,3.3,2.7,dod20,gt_byprompt
852,hmsl_paperclip-6beb,t5-base,hmslHl5tqv6W,paperclip,2.0,3.6,hmsl,gt_byprompt
853,hmsl_paperclip-cb25,t5-base,hmsl9ZsvZCS0,paperclip,2.5,3.9,hmsl,gt_byprompt
854,dod20_bottle-7ae3,t5-base,dod2048,bottle,3.3,2.8,dod20,gt_byprompt
855,dod20_pants-ff97,t5-base,dod2043,pants,2.5,3.3,dod20,gt_byprompt
856,dod20_bottle-a372,t5-base,dod2060,bottle,1.5,1.9,dod20,gt_byprompt
857,motesp-g1_spoon-6DA,t5-base,6DA,spoon,3.2,2.7,motesp,gt_byprompt
858,motesf_bottle-d890,t5-base,motesf03af,bottle,2.7,1.9,motesf,gt_byprompt
859,hmsl_paperclip-0ce5,t5-base,hmsl88ft50be,paperclip,2.8,2.7,hmsl,gt_byprompt
860,motesf_spoon-c6e5,t5-base,motesfa255,spoon,3.3,3.9,motesf,gt_byprompt
861,dod20_pants-5221,t5-base,dod2035,pants,1.3,2.1,dod20,gt_byprompt
862,dod20_pants-e056,t5-base,dod2017,pants,2.2,3.6,dod20,gt_byprompt
863,hmsl_paperclip-d253,t5-base,hmsl9Vtree6i,paperclip,3.0,4.1,hmsl,gt_byprompt
864,dod20_shovel-6b24,t5-base,dod208,shovel,4.0,3.3,dod20,gt_byprompt
865,motesf_spoon-45a0,t5-base,motesf7f1d,spoon,3.0,2.7,motesf,gt_byprompt
866,motesf_bottle-ea31,t5-base,motesf85d8,bottle,2.4,1.9,motesf,gt_byprompt
867,motesf_bottle-9cd3,t5-base,motesf158f,bottle,1.6,2.7,motesf,gt_byprompt
868,dod20_shovel-fda8,t5-base,dod2052,shovel,4.0,3.9,dod20,gt_byprompt
869,dod20_bottle-c179,t5-base,dod2081,bottle,1.2,4.1,dod20,gt_byprompt
870,hmsl_paperclip-26f0,t5-base,hmsl6gNs42nt,paperclip,3.0,2.7,hmsl,gt_byprompt
871,motesp-g1_spoon-14ML,t5-base,14ML,spoon,3.0,3.3,motesp,gt_byprompt
872,hmsl_paperclip-72fa,t5-base,hmslW8K1dDJu,paperclip,2.5,2.3,hmsl,gt_byprompt
873,dod20_pants-6e38,t5-base,dod2035,pants,1.3,2.7,dod20,gt_byprompt
874,motesf_bottle-f0d3,t5-base,motesf6c98,bottle,2.7,3.3,motesf,gt_byprompt
875,hmsl_paperclip-e45e,t5-base,hmslv1f48OH2,paperclip,2.0,2.3,hmsl,gt_byprompt
876,motesf_bottle-1916,t5-base,motesfa577,bottle,3.3,3.9,motesf,gt_byprompt
877,hmsl_paperclip-5b95,t5-base,hmslww8QYGoO,paperclip,1.8,1.7,hmsl,gt_byprompt
878,motesf_spoon-753b,t5-base,motesf9dfc,spoon,3.0,3.3,motesf,gt_byprompt
879,hmsl_paperclip-f81b,t5-base,hmslJwPQBC80,paperclip,1.0,1.3,hmsl,gt_byprompt
880,dod20_shovel-b56c,t5-base,dod2038,shovel,1.0,2.7,dod20,gt_byprompt
881,hmsl_paperclip-6769,t5-base,hmsluoqxFua9,paperclip,2.0,3.3,hmsl,gt_byprompt
882,dod20_pants-2557,t5-base,dod2065,pants,2.5,4.1,dod20,gt_byprompt
883,dod20_pants-7625,t5-base,dod2056,pants,3.2,2.7,dod20,gt_byprompt
884,hmsl_paperclip-5b8f,t5-base,hmsl0OZ544o2,paperclip,2.5,2.4,hmsl,gt_byprompt
885,dod20_shovel-0fbe,t5-base,dod2049,shovel,2.7,3.9,dod20,gt_byprompt
886,hmsl_paperclip-28ff,t5-base,hmslqZwO9maC,paperclip,2.2,1.3,hmsl,gt_byprompt
887,hmsl_paperclip-db0b,t5-base,hmslc62vD57c,paperclip,2.5,3.3,hmsl,gt_byprompt
888,hmsl_paperclip-c14d,t5-base,hmsliC3RI2p2,paperclip,2.0,3.3,hmsl,gt_byprompt
889,hmsl_paperclip-0694,t5-base,hmslUUCR5rl5,paperclip,2.0,1.6,hmsl,gt_byprompt
890,motesf_spoon-35b5,t5-base,motesf7327,spoon,3.0,3.6,motesf,gt_byprompt
891,motesf_bottle-72ed,t5-base,motesf3416,bottle,3.0,2.7,motesf,gt_byprompt
892,hmsl_paperclip-6fd0,t5-base,hmslEgFS0lAM,paperclip,1.0,2.3,hmsl,gt_byprompt
893,motesf_bottle-9cd0,t5-base,motesf6364,bottle,3.0,3.9,motesf,gt_byprompt
894,hmsl_paperclip-5b93,t5-base,hmslo65EfhY5,paperclip,2.5,2.7,hmsl,gt_byprompt
895,hmsl_paperclip-d1cf,t5-base,hmsl4No6x5W4,paperclip,1.0,1.9,hmsl,gt_byprompt
896,motesf_bottle-fa30,t5-base,motesff093,bottle,3.0,2.4,motesf,gt_byprompt
897,motesf_bottle-7767,t5-base,motesfc74d,bottle,3.0,3.9,motesf,gt_byprompt
898,hmsl_paperclip-9e62,t5-base,hmslY55OrqzC,paperclip,3.0,2.7,hmsl,gt_byprompt
899,motesf_bottle-3b47,t5-base,motesfcfa0,bottle,2.1,1.9,motesf,gt_byprompt
900,hmsl_paperclip-52e4,t5-base,hmslSf3Ci2rQ,paperclip,2.0,2.1,hmsl,gt_byprompt
901,motesf_spoon-7378,t5-base,motesfad97,spoon,2.1,3.0,motesf,gt_byprompt
902,motesf_bottle-b1d5,t5-base,motesfbd4c,bottle,3.3,3.9,motesf,gt_byprompt
903,hmsl_paperclip-6e74,t5-base,hmslRRWg2Zzl,paperclip,2.7,2.3,hmsl,gt_byprompt
904,dod20_pants-f138,t5-base,dod2016,pants,2.5,4.1,dod20,gt_byprompt
905,hmsl_paperclip-e28c,t5-base,hmsldENdB2Qt,paperclip,2.3,1.3,hmsl,gt_byprompt
906,hmsl_paperclip-c65f,t5-base,hmsl3drmN5S2,paperclip,2.3,2.0,hmsl,gt_byprompt
907,dod20_bottle-4455,t5-base,dod2038,bottle,1.0,2.7,dod20,gt_byprompt
908,dod20_pants-fde1,t5-base,dod209,pants,1.3,3.3,dod20,gt_byprompt
909,motesf_spoon-6689,t5-base,motesfedde,spoon,3.0,2.7,motesf,gt_byprompt
910,motesf_spoon-5e5b,t5-base,motesf53c3,spoon,3.6,3.9,motesf,gt_byprompt
911,hmsl_paperclip-efeb,t5-base,hmsl7TsEhr8Z,paperclip,1.0,1.3,hmsl,gt_byprompt
912,hmsl_paperclip-c594,t5-base,hmslB0o9M8xC,paperclip,2.0,2.7,hmsl,gt_byprompt
913,motesf_spoon-a1cf,t5-base,motesf7647,spoon,2.7,3.3,motesf,gt_byprompt
914,motesf_bottle-de49,t5-base,motesfec8c,bottle,4.1,3.6,motesf,gt_byprompt
915,hmsl_paperclip-e367,t5-base,hmslG63FgMsT,paperclip,2.5,3.3,hmsl,gt_byprompt
916,dod20_shovel-9c4e,t5-base,dod2036,shovel,3.8,2.7,dod20,gt_byprompt
917,dod20_pants-f262,t5-base,dod2076,pants,3.3,3.6,dod20,gt_byprompt
918,hmsl_paperclip-4eb2,t5-base,hmsliC3RI2p2,paperclip,2.5,2.7,hmsl,gt_byprompt
919,hmsl_paperclip-3d96,t5-base,hmslAHxx5oRE,paperclip,2.5,2.7,hmsl,gt_byprompt
920,dod20_pants-6f47,t5-base,dod2072,pants,2.5,3.6,dod20,gt_byprompt
921,motesf_spoon-4a78,t5-base,motesf7f39,spoon,3.0,3.3,motesf,gt_byprompt
922,hmsl_paperclip-8175,t5-base,hmsljZeyKHnS,paperclip,3.7,3.7,hmsl,gt_byprompt
923,dod20_shovel-8d04,t5-base,dod2073,shovel,2.7,2.7,dod20,gt_byprompt
924,dod20_bottle-7a02,t5-base,dod2044,bottle,4.5,3.9,dod20,gt_byprompt
925,dod20_bottle-25e9,t5-base,dod2018,bottle,4.0,2.7,dod20,gt_byprompt
926,dod20_bottle-25f2,t5-base,dod2075,bottle,3.5,2.7,dod20,gt_byprompt
927,hmsl_paperclip-ef1d,t5-base,hmslw3Pi76uS,paperclip,2.5,2.3,hmsl,gt_byprompt
928,motesf_spoon-aa51,t5-base,motesfcb70,spoon,2.7,2.1,motesf,gt_byprompt
929,dod20_pants-be25,t5-base,dod2034,pants,4.5,3.3,dod20,gt_byprompt
930,motesf_spoon-240b,t5-base,motesfda4f,spoon,1.9,2.7,motesf,gt_byprompt
931,motesf_bottle-f239,t5-base,motesf16a5,bottle,3.6,3.6,motesf,gt_byprompt
932,dod20_shovel-0566,t5-base,dod2023,shovel,2.3,1.3,dod20,gt_byprompt
933,motesf_bottle-5662,t5-base,motesfbe83,bottle,2.7,4.1,motesf,gt_byprompt
934,hmsl_paperclip-31c6,t5-base,hmsl6xuQ1Z9X,paperclip,1.5,1.3,hmsl,gt_byprompt
935,hmsl_paperclip-114f,t5-base,hmsl2U79djJ6,paperclip,2.5,3.0,hmsl,gt_byprompt
936,hmsl_paperclip-58e9,t5-base,hmslV8mxLJpC,paperclip,2.2,2.7,hmsl,gt_byprompt
937,hmsl_paperclip-d8b1,t5-base,hmsls5l4YzV3,paperclip,2.2,2.3,hmsl,gt_byprompt
938,dod20_bottle-df78,t5-base,dod2053,bottle,3.5,2.7,dod20,gt_byprompt
939,hmsl_paperclip-48e2,t5-base,hmsl3fDKk8eo,paperclip,2.5,2.4,hmsl,gt_byprompt
940,hmsl_paperclip-c4c4,t5-base,hmsl3vBR15MO,paperclip,3.7,3.0,hmsl,gt_byprompt
941,hmsl_paperclip-85d5,t5-base,hmslbCCPp06L,paperclip,1.8,2.1,hmsl,gt_byprompt
942,dod20_bottle-6159,t5-base,dod2027,bottle,2.5,3.3,dod20,gt_byprompt
943,dod20_pants-6684,t5-base,dod2079,pants,2.2,3.3,dod20,gt_byprompt
944,dod20_shovel-7d8d,t5-base,dod2045,shovel,1.5,3.6,dod20,gt_byprompt
945,hmsl_paperclip-516a,t5-base,hmslLcB8W68g,paperclip,3.2,3.9,hmsl,gt_byprompt
946,dod20_shovel-b98b,t5-base,dod2073,shovel,4.0,4.0,dod20,gt_byprompt
947,dod20_bottle-fe74,t5-base,dod2054,bottle,2.3,2.7,dod20,gt_byprompt
948,dod20_pants-a9a3,t5-base,dod2081,pants,1.7000000000000002,1.6,dod20,gt_byprompt
949,hmsl_paperclip-d026,t5-base,hmslV8mxLJpC,paperclip,3.0,2.7,hmsl,gt_byprompt
950,hmsl_paperclip-5b98,t5-base,hmsl1t6sPcAP,paperclip,1.7000000000000002,1.7,hmsl,gt_byprompt
951,dod20_pants-24ad,t5-base,dod2035,pants,1.3,1.9,dod20,gt_byprompt
952,dod20_pants-0f96,t5-base,dod2059,pants,3.5,2.7,dod20,gt_byprompt
953,motesf_spoon-c421,t5-base,motesf70ef,spoon,3.3,3.9,motesf,gt_byprompt
954,motesf_spoon-2641,t5-base,motesfcaf1,spoon,2.1,2.1,motesf,gt_byprompt
955,dod20_pants-c226,t5-base,dod2037,pants,1.7000000000000002,2.7,dod20,gt_byprompt
956,hmsl_paperclip-2d44,t5-base,hmsldENdB2Qt,paperclip,2.5,3.3,hmsl,gt_byprompt
957,motesf_bottle-76a4,t5-base,motesfd1fe,bottle,2.1,1.6,motesf,gt_byprompt
958,hmsl_paperclip-e0bd,t5-base,hmslRRWg2Zzl,paperclip,1.0,2.4,hmsl,gt_byprompt
959,dod20_shovel-e28d,t5-base,dod2023,shovel,1.8,1.9,dod20,gt_byprompt
960,hmsl_paperclip-3d74,t5-base,hmslEgFS0lAM,paperclip,1.8,2.7,hmsl,gt_byprompt
961,hmsl_paperclip-96a4,t5-base,hmsl714kNX5M,paperclip,2.5,2.7,hmsl,gt_byprompt
962,motesf_spoon-2327,t5-base,motesf539f,spoon,3.6,3.0,motesf,gt_byprompt
963,motesf_spoon-4f38,t5-base,motesf33e7,spoon,2.7,2.7,motesf,gt_byprompt
964,motesf_spoon-bd77,t5-base,motesf854d,spoon,2.4,2.7,motesf,gt_byprompt
965,motesf_bottle-44b0,t5-base,motesfb1d1,bottle,2.1,3.0,motesf,gt_byprompt
966,dod20_bottle-0937,t5-base,dod2012,bottle,2.8,2.7,dod20,gt_byprompt
967,hmsl_paperclip-b731,t5-base,hmsl57D9S225,paperclip,2.1,2.3,hmsl,gt_byprompt
968,hmsl_paperclip-ec23,t5-base,hmslLr6WcnQu,paperclip,2.8,2.7,hmsl,gt_byprompt
969,dod20_pants-692b,t5-base,dod2049,pants,2.3,3.9,dod20,gt_byprompt
970,dod20_shovel-fea7,t5-base,dod2085,shovel,2.5,2.7,dod20,gt_byprompt
971,hmsl_paperclip-75a0,t5-base,hmsl72I2UHeb,paperclip,2.2,2.1,hmsl,gt_byprompt
972,hmsl_paperclip-819a,t5-base,hmslW8K1dDJu,paperclip,2.7,3.3,hmsl,gt_byprompt
973,dod20_shovel-cd11,t5-base,dod2013,shovel,2.5,2.7,dod20,gt_byprompt
974,motesf_spoon-4e9f,t5-base,motesf8dd4,spoon,2.7,3.3,motesf,gt_byprompt
975,dod20_pants-23a4,t5-base,dod2041,pants,3.0,2.7,dod20,gt_byprompt
976,hmsl_paperclip-6035,t5-base,hmsll7N9V4Mr,paperclip,1.3,1.3,hmsl,gt_byprompt
977,hmsl_paperclip-9104,t5-base,hmsl3N1tv1g7,paperclip,1.0,1.3,hmsl,gt_byprompt
978,dod20_shovel-8d36,t5-base,dod2053,shovel,2.8,3.2,dod20,gt_byprompt
979,motesp-g1_bottle-32OP,t5-base,32OP,bottle,3.2,2.4,motesp,gt_byprompt
980,motesf_bottle-af70,t5-base,motesf3644,bottle,3.6,3.9,motesf,gt_byprompt
981,hmsl_paperclip-3bca,t5-base,hmslSVFD8luX,paperclip,2.5,2.7,hmsl,gt_byprompt
982,dod20_pants-973f,t5-base,dod2067,pants,2.3,2.4,dod20,gt_byprompt
983,motesf_spoon-a1e4,t5-base,motesf34ed,spoon,2.7,3.3,motesf,gt_byprompt
984,dod20_bottle-2f5c,t5-base,dod2084,bottle,3.0,2.7,dod20,gt_byprompt
985,motesf_spoon-aa55,t5-base,motesf3def,spoon,2.7,3.9,motesf,gt_byprompt
986,dod20_bottle-9109,t5-base,dod2055,bottle,2.5,3.3,dod20,gt_byprompt
987,motesf_bottle-95bb,t5-base,motesfec89,bottle,3.6,3.3,motesf,gt_byprompt
988,motesf_bottle-c224,t5-base,motesf0252,bottle,3.3,4.1,motesf,gt_byprompt
989,hmsl_paperclip-2800,t5-base,hmslY2cD7y3X,paperclip,2.0,1.7,hmsl,gt_byprompt
990,hmsl_paperclip-0062,t5-base,hmslAHxx5oRE,paperclip,2.5,2.7,hmsl,gt_byprompt
991,dod20_pants-bf04,t5-base,dod2054,pants,3.0,3.6,dod20,gt_byprompt
992,hmsl_paperclip-c956,t5-base,hmslIJcWIf8K,paperclip,3.2,4.1,hmsl,gt_byprompt
993,hmsl_paperclip-0b90,t5-base,hmslY55OrqzC,paperclip,2.0,2.3,hmsl,gt_byprompt
994,dod20_shovel-5851,t5-base,dod2085,shovel,3.0,1.7,dod20,gt_byprompt
995,dod20_bottle-1e5b,t5-base,dod2056,bottle,3.5,3.3,dod20,gt_byprompt
996,dod20_bottle-40e9,t5-base,dod2089,bottle,3.0,2.8,dod20,gt_byprompt
997,motesf_spoon-a202,t5-base,motesf1d7f,spoon,2.7,3.9,motesf,gt_byprompt
998,motesf_spoon-28a2,t5-base,motesf17e6,spoon,2.1,3.3,motesf,gt_byprompt
999,motesf_spoon-f2a9,t5-base,motesff899,spoon,2.4,3.9,motesf,gt_byprompt
1000,motesf_bottle-8295,t5-base,motesf9188,bottle,3.0,3.9,motesf,gt_byprompt
1001,dod20_pants-adda,t5-base,dod202,pants,1.0,3.3,dod20,gt_byprompt
1002,hmsl_paperclip-2783,t5-base,hmsly5XIy25u,paperclip,2.0,2.7,hmsl,gt_byprompt
1003,motesf_bottle-f8cd,t5-base,motesf8c19,bottle,2.7,2.7,motesf,gt_byprompt
1004,hmsl_paperclip-f3b4,t5-base,hmslZF13l8N3,paperclip,2.0,1.9,hmsl,gt_byprompt
1005,dod20_shovel-8124,t5-base,dod2040,shovel,3.0,1.7,dod20,gt_byprompt
1006,dod20_bottle-cbae,t5-base,dod2039,bottle,1.0,2.7,dod20,gt_byprompt
1007,dod20_bottle-7429,t5-base,dod2024,bottle,1.0,2.1,dod20,gt_byprompt
1008,motesp-g1_spoon-34HA,t5-base,34HA,spoon,3.4,2.7,motesp,gt_byprompt
1009,motesf_bottle-c033,t5-base,motesf47d1,bottle,2.7,3.9,motesf,gt_byprompt
1010,hmsl_paperclip-d3e4,t5-base,hmslY2cD7y3X,paperclip,3.2,3.9,hmsl,gt_byprompt
1011,dod20_bottle-0d5a,t5-base,dod2089,bottle,3.0,2.1,dod20,gt_byprompt
1012,dod20_shovel-c44b,t5-base,dod2057,shovel,3.3,2.3,dod20,gt_byprompt
1013,hmsl_paperclip-d5bb,t5-base,hmslj2pr9SC4,paperclip,3.0,3.3,hmsl,gt_byprompt
1014,hmsl_paperclip-f0ed,t5-base,hmslV8mxLJpC,paperclip,1.7000000000000002,3.3,hmsl,gt_byprompt
1015,motesf_bottle-3f33,t5-base,motesf310d,bottle,3.0,3.9,motesf,gt_byprompt
1016,hmsl_paperclip-0a79,t5-base,hmslmctpMb8Q,paperclip,2.0,2.1,hmsl,gt_byprompt
1017,motesf_spoon-02ce,t5-base,motesffe13,spoon,2.7,3.3,motesf,gt_byprompt
1018,hmsl_paperclip-2a62,t5-base,hmslKxZ68Dlf,paperclip,2.5,2.1,hmsl,gt_byprompt
1019,hmsl_paperclip-502a,t5-base,hmsl2FhA1V0Q,paperclip,2.2,2.7,hmsl,gt_byprompt
1020,hmsl_paperclip-8434,t5-base,hmsl25D5c5m2,paperclip,1.5,3.9,hmsl,gt_byprompt
1021,hmsl_paperclip-7870,t5-base,hmsl435BgI61,paperclip,2.0,3.3,hmsl,gt_byprompt
1022,dod20_shovel-e39e,t5-base,dod2024,shovel,3.0,3.3,dod20,gt_byprompt
1023,dod20_bottle-fe04,t5-base,dod2085,bottle,1.0,2.7,dod20,gt_byprompt
1024,dod20_pants-db28,t5-base,dod2088,pants,3.0,3.3,dod20,gt_byprompt
1025,hmsl_paperclip-6fa3,t5-base,hmsl82WWAsi8,paperclip,2.5,2.4,hmsl,gt_byprompt
1026,hmsl_paperclip-758a,t5-base,hmslB58NwC54,paperclip,2.0,3.3,hmsl,gt_byprompt
1027,motesf_bottle-d407,t5-base,motesf84d9,bottle,1.3,2.1,motesf,gt_byprompt
1028,hmsl_paperclip-5497,t5-base,hmsl5CH3FMbC,paperclip,2.5,2.7,hmsl,gt_byprompt
1029,motesf_bottle-1908,t5-base,motesf65de,bottle,2.7,1.7,motesf,gt_byprompt
1030,dod20_bottle-c580,t5-base,dod2013,bottle,1.0,3.9,dod20,gt_byprompt
1031,hmsl_paperclip-4f78,t5-base,hmsljC6kp1W5,paperclip,2.0,1.7,hmsl,gt_byprompt
1032,dod20_shovel-a2fe,t5-base,dod2087,shovel,3.2,3.9,dod20,gt_byprompt
1033,dod20_shovel-2e5f,t5-base,dod2075,shovel,3.0,2.7,dod20,gt_byprompt
1034,hmsl_paperclip-ceca,t5-base,hmslrG6gvMfs,paperclip,3.0,2.7,hmsl,gt_byprompt
1035,dod20_pants-404c,t5-base,dod2050,pants,4.2,4.1,dod20,gt_byprompt
1036,hmsl_paperclip-cdbc,t5-base,hmsldmIgzB0X,paperclip,2.3,1.7,hmsl,gt_byprompt
1037,dod20_pants-2681,t5-base,dod2039,pants,1.8,3.0,dod20,gt_byprompt
1038,hmsl_paperclip-edd4,t5-base,hmsllGi8mYM4,paperclip,1.8,3.9,hmsl,gt_byprompt
1039,dod20_bottle-5a43,t5-base,dod2092,bottle,2.7,2.7,dod20,gt_byprompt
1040,hmsl_paperclip-ffa4,t5-base,hmsls01B0XS8,paperclip,3.0,2.7,hmsl,gt_byprompt
1041,hmsl_paperclip-1b2a,t5-base,hmslv1f48OH2,paperclip,1.5,3.3,hmsl,gt_byprompt
1042,hmsl_paperclip-a8d5,t5-base,hmsl6EcRhhAL,paperclip,2.5,2.4,hmsl,gt_byprompt
1043,hmsl_paperclip-b9eb,t5-base,hmslib5Yvt55,paperclip,2.7,3.9,hmsl,gt_byprompt
1044,dod20_bottle-2336,t5-base,dod2066,bottle,1.7000000000000002,2.7,dod20,gt_byprompt
1045,hmsl_paperclip-13bb,t5-base,hmsl714kNX5M,paperclip,3.3,2.7,hmsl,gt_byprompt
1046,motesf_bottle-58f9,t5-base,motesf0f28,bottle,3.3,3.3,motesf,gt_byprompt
1047,hmsl_paperclip-9f21,t5-base,hmslTpv6iUU1,paperclip,2.2,2.7,hmsl,gt_byprompt
1048,dod20_shovel-b15f,t5-base,dod2059,shovel,3.2,4.0,dod20,gt_byprompt
1049,hmsl_paperclip-8384,t5-base,hmslo65EfhY5,paperclip,3.5,3.3,hmsl,gt_byprompt
1050,hmsl_paperclip-9460,t5-base,hmslg5uvlF2v,paperclip,3.2,2.3,hmsl,gt_byprompt
1051,hmsl_paperclip-70d0,t5-base,hmsluirSLy6r,paperclip,3.3,1.9,hmsl,gt_byprompt
1052,dod20_shovel-f3cf,t5-base,dod205,shovel,3.0,3.0,dod20,gt_byprompt
1053,dod20_bottle-1c9a,t5-base,dod2044,bottle,3.3,3.3,dod20,gt_byprompt
1054,motesf_spoon-ab3b,t5-base,motesf502e,spoon,2.4,3.3,motesf,gt_byprompt
1055,hmsl_paperclip-4bf3,t5-base,hmsl0vNR3LcA,paperclip,2.2,4.1,hmsl,gt_byprompt
1056,hmsl_paperclip-84d5,t5-base,hmsl9mlyecrJ,paperclip,4.0,3.9,hmsl,gt_byprompt
1057,hmsl_paperclip-bfe2,t5-base,hmslqZwO9maC,paperclip,1.0,1.3,hmsl,gt_byprompt
1058,hmsl_paperclip-6247,t5-base,hmslo65EfhY5,paperclip,2.3,2.7,hmsl,gt_byprompt
1059,hmsl_paperclip-abc6,t5-base,hmsl3KwNtbkQ,paperclip,1.5,2.1,hmsl,gt_byprompt
1060,hmsl_paperclip-1677,t5-base,hmslwl41F5Rd,paperclip,3.0,3.6,hmsl,gt_byprompt
