,id,model,participant,prompt,target,predicted,src,total_tokens,proportion
0,snbmo09_box-8c8d,gpt3-babbage,snbmo09149,box,2.2,2.0,snbmo09,24,0.4
0,dod20_shovel-1ee5,gpt3-babbage,dod2089,shovel,3.0,2.5,dod20,18,0.4
0,dod20_shovel-79d0,gpt3-babbage,dod2035,shovel,1.0,1.0,dod20,17,0.4
0,snbmo09_box-0799,gpt3-babbage,snbmo09158,box,3.3,2.4,snbmo09,31,0.4
0,setal08_knife-328c,gpt3-babbage,setal0887,knife,1.2,1.0,setal08,14,0.4
0,hmsl_paperclip-5d93,gpt3-babbage,hmsllGi8mYM4,paperclip,2.5,3.2,hmsl,21,0.4
0,motesf_lightbulb-d5dc,gpt3-babbage,motesf7a61,lightbulb,3.0,3.3,motesf,22,0.4
0,snbmo09_box-1144,gpt3-babbage,snbmo0920,box,1.3,1.9,snbmo09,15,0.4
0,motesf_spoon-7689,gpt3-babbage,motesf4f6f,spoon,3.6,2.7,motesf,34,0.4
0,dod20_book-6487,gpt3-babbage,dod2031,book,3.2,2.8,dod20,15,0.4
0,hmsl_brick-81f4,gpt3-babbage,hmslz793il3x,brick,1.0,1.0,hmsl,15,0.4
0,bs12_brick-607b,gpt3-babbage,bs1242,brick,1.4,2.3,bs12,17,0.4
0,dod20_pants-d80f,gpt3-babbage,dod2080,pants,1.0,1.0,dod20,16,0.4
0,dod20_tire-bc45,gpt3-babbage,dod2051,tire,2.5,2.5,dod20,18,0.4
0,hmsl_paperclip-da99,gpt3-babbage,hmsl3fPP7hT0,paperclip,3.0,2.5,hmsl,22,0.4
0,dod20_fork-9d0c,gpt3-babbage,dod2084,fork,2.7,3.0,dod20,18,0.4
0,snb17_rope-9db7,gpt3-babbage,snb1791,rope,2.3,1.3,snb17,19,0.4
0,snb17_rope-ba32,gpt3-babbage,snb1765,rope,1.7000000000000002,1.7,snb17,16,0.4
0,dod20_table-9ba4,gpt3-babbage,dod2058,table,4.5,4.0,dod20,17,0.4
0,betal18_rope-c048,gpt3-babbage,betal182104,rope,1.6,1.7,betal18,15,0.4
0,hmsl_brick-c286,gpt3-babbage,hmslzQDNuQPL,brick,3.2,3.0,hmsl,30,0.4
0,setal08_knife-e0ec,gpt3-babbage,setal0849,knife,1.7000000000000002,1.7,setal08,21,0.4
0,dod20_shovel-757d,gpt3-babbage,dod2048,shovel,3.0,3.0,dod20,16,0.4
0,motesf_sock-b9e5,gpt3-babbage,motesf38b3,sock,2.7,2.7,motesf,23,0.4
0,snbmo09_box-8399,gpt3-babbage,snbmo09155,box,1.8,1.9,snbmo09,14,0.4
0,hmsl_brick-18bf,gpt3-babbage,hmslYpLqZ40R,brick,2.2,1.8,hmsl,17,0.4
0,dod20_book-7da2,gpt3-babbage,dod206,book,2.7,3.0,dod20,14,0.4
0,hmsl_brick-6382,gpt3-babbage,hmsl7iC45VYt,brick,1.8,1.5,hmsl,15,0.4
0,dod20_tire-04f6,gpt3-babbage,dod2051,tire,3.0,3.0,dod20,26,0.4
0,setal08_knife-e49f,gpt3-babbage,setal0876,knife,1.0,1.0,setal08,16,0.4
0,betal18_rope-f42d,gpt3-babbage,betal182175,rope,2.4,2.1,betal18,16,0.4
0,betal18_rope-be88,gpt3-babbage,betal182082,rope,1.9,2.0,betal18,16,0.4
0,betal18_rope-f6cd,gpt3-babbage,betal182128,rope,1.3,1.3,betal18,16,0.4
0,dod20_shovel-996a,gpt3-babbage,dod2033,shovel,3.0,2.5,dod20,16,0.4
0,dod20_shoe-4d51,gpt3-babbage,dod208,shoe,1.0,3.0,dod20,15,0.4
0,setal08_brick-2740,gpt3-babbage,setal08138,brick,1.3,1.4,setal08,17,0.4
0,motesp-g1_pencil-20HL,gpt3-babbage,20HL,pencil,3.9,4.1,motesp,21,0.4
0,hmsl_paperclip-d491,gpt3-babbage,hmslSGoXL6xi,paperclip,2.5,3.0,hmsl,18,0.4
0,snbmo09_brick-d0bb,gpt3-babbage,snbmo0969,brick,3.5,4.3,snbmo09,39,0.4
0,hmsl_paperclip-2468,gpt3-babbage,hmsl6EcRhhAL,paperclip,2.5,3.0,hmsl,24,0.4
0,betal18_box-2acf,gpt3-babbage,betal182053,box,2.1,2.0,betal18,15,0.4
0,dod20_bottle-821c,gpt3-babbage,dod2028,bottle,2.5,3.0,dod20,20,0.4
0,hmsl_paperclip-9f26,gpt3-babbage,hmslC0fi1Rtn,paperclip,3.0,2.2,hmsl,18,0.4
0,hmsl_brick-5cfb,gpt3-babbage,hmsl8tmPV3b2,brick,2.5,2.3,hmsl,20,0.4
0,snbmo09_knife-f6a7,gpt3-babbage,snbmo09200,knife,1.7000000000000002,1.7,snbmo09,16,0.4
0,hmsl_brick-58d6,gpt3-babbage,hmsl4dUr6hnh,brick,1.0,1.0,hmsl,15,0.4
0,snb17_rope-ac41,gpt3-babbage,snb1736,rope,1.0,1.3,snb17,14,0.4
0,betal18_rope-d427,gpt3-babbage,betal182156,rope,1.9,2.0,betal18,16,0.4
0,hmsl_paperclip-bec6,gpt3-babbage,hmslMBYB7Nz5,paperclip,1.2,1.0,hmsl,16,0.4
0,hmsl_paperclip-e260,gpt3-babbage,hmsl7W51SJ6r,paperclip,2.0,2.0,hmsl,19,0.4
0,setal08_knife-73e4,gpt3-babbage,setal08125,knife,2.0,3.0,setal08,32,0.4
0,dod20_pants-3dcf,gpt3-babbage,dod2013,pants,3.7,2.5,dod20,16,0.4
0,bs12_brick-c5f9,gpt3-babbage,bs1257,brick,1.8,2.3,bs12,15,0.4
0,bs12_brick-3a5d,gpt3-babbage,bs1245,brick,1.8,2.2,bs12,21,0.4
0,bs12_brick-0180,gpt3-babbage,bs1219,brick,1.4,2.0,bs12,18,0.4
0,snbmo09_knife-58cd,gpt3-babbage,snbmo09171,knife,3.5,4.0,snbmo09,17,0.4
0,motesf_lightbulb-1b1e,gpt3-babbage,motesfa4f2,lightbulb,2.1,2.4,motesf,20,0.4
0,hmsl_paperclip-6701,gpt3-babbage,hmslEqZE362k,paperclip,2.8,2.5,hmsl,16,0.4
0,dod20_book-73da,gpt3-babbage,dod2070,book,3.0,3.5,dod20,13,0.4
0,motesf_spoon-0a65,gpt3-babbage,motesfeae2,spoon,3.3,2.7,motesf,17,0.4
0,dod20_table-076a,gpt3-babbage,dod2067,table,2.0,2.0,dod20,14,0.4
0,betal18_box-9db5,gpt3-babbage,betal182160,box,1.3,1.7,betal18,18,0.4
0,snbmo09_box-c5b0,gpt3-babbage,snbmo0994,box,1.0,1.0,snbmo09,18,0.4
0,dod20_table-3ccd,gpt3-babbage,dod2037,table,2.0,2.8,dod20,13,0.4
0,motesf_spoon-fd61,gpt3-babbage,motesff033,spoon,2.1,1.9,motesf,19,0.4
0,betal18_box-8e19,gpt3-babbage,betal182165,box,1.5,1.3,betal18,15,0.4
0,motesf_pencil-ab18,gpt3-babbage,motesf2838,pencil,3.9,3.6,motesf,18,0.4
0,snb17_box-ff1c,gpt3-babbage,snb1735,box,3.0,2.0,snb17,15,0.4
0,dod20_book-f0c7,gpt3-babbage,dod2075,book,4.0,3.0,dod20,20,0.4
0,hmsl_brick-8825,gpt3-babbage,hmsl900RaAbM,brick,2.0,1.8,hmsl,16,0.4
0,hmsl_paperclip-5b93,gpt3-babbage,hmslo65EfhY5,paperclip,2.5,2.5,hmsl,16,0.4
0,motesf_lightbulb-50ff,gpt3-babbage,motesf8f53,lightbulb,3.3,2.7,motesf,25,0.4
0,dod20_fork-c80c,gpt3-babbage,dod2028,fork,4.5,4.5,dod20,37,0.4
0,betal18_rope-9e7f,gpt3-babbage,betal182002,rope,1.6,1.3,betal18,16,0.4
0,bs12_brick-cc88,gpt3-babbage,bs12133,brick,2.2,2.2,bs12,16,0.4
0,snbmo09_box-630b,gpt3-babbage,snbmo0980,box,1.5,1.5,snbmo09,14,0.4
0,hmsl_paperclip-461b,gpt3-babbage,hmslLr6WcnQu,paperclip,2.3,1.7,hmsl,17,0.4
0,snb17_rope-56af,gpt3-babbage,snb17108,rope,1.7000000000000002,1.3,snb17,16,0.4
0,betal18_rope-6b07,gpt3-babbage,betal182101,rope,2.7,2.4,betal18,20,0.4
0,dod20_shoe-fd86,gpt3-babbage,dod208,shoe,3.0,2.8,dod20,18,0.4
0,betal18_rope-2154,gpt3-babbage,betal182115,rope,2.1,2.0,betal18,29,0.4
0,bs12_brick-77c1,gpt3-babbage,bs1275,brick,2.6,3.4,bs12,36,0.4
0,motesf_pencil-2bd1,gpt3-babbage,motesf57ae,pencil,3.3,3.6,motesf,27,0.4
0,bs12_brick-744e,gpt3-babbage,bs12109,brick,1.4,1.4,bs12,15,0.4
0,motesp-g1_hat-1RG,gpt3-babbage,1RG,hat,3.2,2.7,motesp,19,0.4
0,snbmo09_knife-01d6,gpt3-babbage,snbmo09119,knife,2.3,2.0,snbmo09,14,0.4
0,setal08_knife-dfea,gpt3-babbage,setal08187,knife,2.0,2.0,setal08,19,0.4
0,setal08_knife-eb8b,gpt3-babbage,setal08150,knife,1.7000000000000002,1.7,setal08,15,0.4
0,setal08_brick-a436,gpt3-babbage,setal0834,brick,2.3,2.2,setal08,26,0.4
0,snb17_rope-5b4d,gpt3-babbage,snb17116,rope,1.4,1.3,snb17,14,0.4
0,dod20_bottle-62b7,gpt3-babbage,dod2071,bottle,3.2,3.0,dod20,14,0.4
0,betal18_box-1601,gpt3-babbage,betal182151,box,1.3,1.7,betal18,15,0.4
0,betal18_rope-959a,gpt3-babbage,betal182192,rope,2.1,2.0,betal18,16,0.4
0,motesf_hat-a9f7,gpt3-babbage,motesf757b,hat,1.6,1.6,motesf,19,0.4
0,snbmo09_knife-6f5d,gpt3-babbage,snbmo09116,knife,2.5,2.0,snbmo09,15,0.4
0,dod20_tire-f5a2,gpt3-babbage,dod2071,tire,3.5,3.5,dod20,17,0.4
0,setal08_knife-e668,gpt3-babbage,setal08202,knife,2.0,1.7,setal08,19,0.4
0,dod20_fork-d7e1,gpt3-babbage,dod2043,fork,1.5,1.5,dod20,19,0.4
0,setal08_knife-af33,gpt3-babbage,setal08144,knife,2.0,2.3,setal08,18,0.4
0,snbmo09_knife-c292,gpt3-babbage,snbmo0975,knife,1.4,1.7,snbmo09,16,0.4
0,motesf_toothbrush-a047,gpt3-babbage,motesf839a,toothbrush,3.0,2.4,motesf,20,0.4
0,hmsl_brick-8a46,gpt3-babbage,hmsldF90wsE2,brick,1.2,1.3,hmsl,14,0.4
0,dod20_shovel-9ba0,gpt3-babbage,dod2047,shovel,2.0,3.0,dod20,17,0.4
0,betal18_box-3003,gpt3-babbage,betal182026,box,2.4,1.7,betal18,18,0.4
0,hmsl_brick-e194,gpt3-babbage,hmslQb709hFR,brick,4.3,3.0,hmsl,21,0.4
0,dod20_fork-ded8,gpt3-babbage,dod202,fork,2.5,2.5,dod20,19,0.4
0,setal08_brick-0777,gpt3-babbage,setal08161,brick,1.7000000000000002,1.7,setal08,18,0.4
0,setal08_knife-8926,gpt3-babbage,setal08155,knife,2.3,2.0,setal08,18,0.4
0,setal08_brick-4184,gpt3-babbage,setal08199,brick,1.3,3.0,setal08,19,0.4
0,hmsl_paperclip-651c,gpt3-babbage,hmsl57ZLnnlc,paperclip,3.5,2.5,hmsl,20,0.4
0,dod20_bottle-7a58,gpt3-babbage,dod2075,bottle,2.0,3.0,dod20,15,0.4
0,motesf_hat-383f,gpt3-babbage,motesfffd5,hat,3.0,2.7,motesf,15,0.4
0,betal18_box-6277,gpt3-babbage,betal182164,box,1.3,1.3,betal18,14,0.4
0,setal08_knife-ced4,gpt3-babbage,setal0863,knife,1.4,1.3,setal08,15,0.4
0,motesf_lightbulb-78d9,gpt3-babbage,motesfe2c0,lightbulb,3.0,3.3,motesf,19,0.4
0,snb17_rope-d173,gpt3-babbage,snb1712,rope,1.0,1.7,snb17,16,0.4
0,motesf_spoon-6e2a,gpt3-babbage,motesf2723,spoon,2.8,2.7,motesf,15,0.4
0,setal08_knife-380a,gpt3-babbage,setal08217,knife,2.3,3.0,setal08,32,0.4
0,motesf_pencil-a28c,gpt3-babbage,motesff4b9,pencil,3.6,3.6,motesf,38,0.4
0,snbmo09_brick-0b84,gpt3-babbage,snbmo0912,brick,1.3,1.0,snbmo09,21,0.4
0,hmsl_paperclip-20ad,gpt3-babbage,hmslWEM1cAry,paperclip,2.8,2.5,hmsl,19,0.4
0,betal18_box-75dd,gpt3-babbage,betal182177,box,1.6,1.3,betal18,14,0.4
0,dod20_brick-4a89,gpt3-babbage,dod2037,brick,1.8,1.0,dod20,15,0.4
0,motesf_hat-39f8,gpt3-babbage,motesf6faa,hat,4.4,3.9,motesf,19,0.4
0,motesf_bottle-3d9f,gpt3-babbage,motesf93db,bottle,2.7,3.3,motesf,29,0.4
0,motesf_spoon-839a,gpt3-babbage,motesf5f93,spoon,2.1,2.7,motesf,15,0.4
0,motesf_bottle-f839,gpt3-babbage,motesfb396,bottle,2.4,3.3,motesf,16,0.4
0,snbmo09_knife-5174,gpt3-babbage,snbmo0928,knife,1.3,1.7,snbmo09,19,0.4
0,hmsl_paperclip-7c0f,gpt3-babbage,hmsl1zNzBi5Y,paperclip,3.0,2.0,hmsl,20,0.4
0,snb17_box-3bfd,gpt3-babbage,snb1781,box,3.3,2.3,snb17,24,0.4
0,betal18_rope-f455,gpt3-babbage,betal182020,rope,2.1,2.7,betal18,19,0.4
0,snbmo09_brick-74e9,gpt3-babbage,snbmo09178,brick,1.7000000000000002,1.7,snbmo09,15,0.4
0,motesf_sock-a84f,gpt3-babbage,motesf33e7,sock,2.7,2.7,motesf,18,0.4
0,snb17_rope-4f03,gpt3-babbage,snb1721,rope,2.0,2.3,snb17,16,0.4
0,setal08_brick-657f,gpt3-babbage,setal08177,brick,1.7000000000000002,2.3,setal08,26,0.4
0,dod20_pants-7552,gpt3-babbage,dod2038,pants,2.2,2.5,dod20,19,0.4
0,snbmo09_box-de9f,gpt3-babbage,snbmo0991,box,2.0,1.7,snbmo09,16,0.4
0,setal08_brick-af7f,gpt3-babbage,setal08150,brick,1.0,1.5,setal08,19,0.4
0,hmsl_paperclip-7143,gpt3-babbage,hmslEqZE362k,paperclip,4.0,2.2,hmsl,18,0.4
0,motesf_spoon-0e02,gpt3-babbage,motesf19ca,spoon,3.0,2.7,motesf,19,0.4
0,motesf_bottle-a821,gpt3-babbage,motesfc0e1,bottle,3.0,2.3,motesf,17,0.4
0,setal08_knife-d85d,gpt3-babbage,setal0897,knife,1.3,2.3,setal08,17,0.4
0,setal08_brick-5849,gpt3-babbage,setal0856,brick,2.0,2.0,setal08,14,0.4
0,motesf_ball-4bdf,gpt3-babbage,motesfbd4c,ball,3.3,3.3,motesf,21,0.4
0,dod20_fork-f500,gpt3-babbage,dod2049,fork,2.0,1.5,dod20,22,0.4
0,motesf_toothbrush-558d,gpt3-babbage,motesfe369,toothbrush,3.6,2.7,motesf,16,0.4
0,betal18_rope-76b8,gpt3-babbage,betal182039,rope,1.9,2.0,betal18,14,0.4
0,betal18_rope-c17f,gpt3-babbage,betal182035,rope,1.6,1.9,betal18,16,0.4
0,setal08_brick-94d9,gpt3-babbage,setal087,brick,1.7000000000000002,2.3,setal08,15,0.4
0,hmsl_paperclip-533f,gpt3-babbage,hmslww8QYGoO,paperclip,1.7000000000000002,1.8,hmsl,16,0.4
0,betal18_rope-e8d6,gpt3-babbage,betal182149,rope,1.3,1.0,betal18,14,0.4
0,motesf_lightbulb-6975,gpt3-babbage,motesfbac9,lightbulb,3.9,3.0,motesf,19,0.4
0,snbmo09_knife-aafc,gpt3-babbage,snbmo0932,knife,1.0,1.0,snbmo09,16,0.4
0,dod20_fork-49af,gpt3-babbage,dod2068,fork,2.5,2.3,dod20,14,0.4
0,bs12_brick-222a,gpt3-babbage,bs1299,brick,2.6,3.0,bs12,20,0.4
0,snbmo09_box-4127,gpt3-babbage,snbmo0937,box,1.5,1.6,snbmo09,14,0.4
0,betal18_box-0cf1,gpt3-babbage,betal182076,box,1.6,1.6,betal18,14,0.4
0,hmsl_brick-a8d9,gpt3-babbage,hmslLPQ9qCo5,brick,4.3,4.2,hmsl,22,0.4
0,hmsl_brick-786b,gpt3-babbage,hmsl99LrpkPZ,brick,3.5,2.0,hmsl,19,0.4
0,hmsl_paperclip-dcc4,gpt3-babbage,hmslF3E7d323,paperclip,2.0,2.5,hmsl,14,0.4
0,setal08_brick-be19,gpt3-babbage,setal08234,brick,3.0,3.0,setal08,16,0.4
0,motesf_hat-3243,gpt3-babbage,motesfa0a0,hat,3.6,3.3,motesf,18,0.4
0,snbmo09_knife-e65a,gpt3-babbage,snbmo0958,knife,1.2,1.3,snbmo09,14,0.4
0,dod20_book-ca6d,gpt3-babbage,dod2085,book,3.5,3.0,dod20,14,0.4
0,dod20_brick-6d82,gpt3-babbage,dod2013,brick,2.5,1.7,dod20,19,0.4
0,betal18_box-8507,gpt3-babbage,betal182089,box,1.3,2.1,betal18,15,0.4
0,snbmo09_knife-0bfd,gpt3-babbage,snbmo09171,knife,3.0,2.3,snbmo09,16,0.4
0,bs12_brick-a23f,gpt3-babbage,bs1293,brick,1.4,1.4,bs12,20,0.4
0,motesf_toothbrush-ace4,gpt3-babbage,motesfd82c,toothbrush,2.7,2.7,motesf,23,0.4
0,snbmo09_box-cc38,gpt3-babbage,snbmo0917,box,2.5,1.6,snbmo09,14,0.4
0,setal08_brick-26fd,gpt3-babbage,setal08126,brick,2.0,2.0,setal08,14,0.4
0,dod20_rope-21dc,gpt3-babbage,dod2087,rope,3.8,1.3,dod20,15,0.4
0,betal18_rope-a0ff,gpt3-babbage,betal182128,rope,1.0,1.3,betal18,15,0.4
0,setal08_brick-8cf2,gpt3-babbage,setal08226,brick,1.3,1.4,setal08,20,0.4
0,setal08_knife-834c,gpt3-babbage,setal08171,knife,2.0,2.3,setal08,14,0.4
0,betal18_rope-f827,gpt3-babbage,betal182158,rope,1.0,1.7,betal18,15,0.4
0,snbmo09_knife-8571,gpt3-babbage,snbmo0960,knife,1.7000000000000002,2.0,snbmo09,16,0.4
0,setal08_knife-a604,gpt3-babbage,setal0858,knife,2.3,1.7,setal08,19,0.4
0,dod20_bottle-3371,gpt3-babbage,dod2016,bottle,3.5,3.0,dod20,21,0.4
0,hmsl_brick-5691,gpt3-babbage,hmsl8231icq2,brick,2.8,1.7,hmsl,19,0.4
0,betal18_rope-8cdd,gpt3-babbage,betal182075,rope,2.1,3.0,betal18,20,0.4
0,snbmo09_knife-de8d,gpt3-babbage,snbmo0971,knife,1.3,1.7,snbmo09,13,0.4
0,betal18_box-cac7,gpt3-babbage,betal182102,box,3.6,2.3,betal18,16,0.4
0,motesf_hat-ef48,gpt3-babbage,motesf7f6f,hat,2.7,3.6,motesf,17,0.4
0,setal08_brick-d4f2,gpt3-babbage,setal0818,brick,1.0,1.0,setal08,16,0.4
0,dod20_fork-bbdf,gpt3-babbage,dod2045,fork,2.0,3.0,dod20,17,0.4
0,setal08_brick-f3c8,gpt3-babbage,setal08166,brick,2.3,2.7,setal08,18,0.4
0,hmsl_paperclip-d896,gpt3-babbage,hmslFdOMf9nm,paperclip,4.0,3.5,hmsl,20,0.4
0,motesp-g1_sock-25AJ,gpt3-babbage,25AJ,sock,3.0,1.9,motesp,29,0.4
0,snbmo09_knife-7337,gpt3-babbage,snbmo09152,knife,1.0,1.5,snbmo09,16,0.4
0,hmsl_brick-6189,gpt3-babbage,hmslD0oEDjkj,brick,1.2,1.5,hmsl,15,0.4
0,motesf_pencil-fd3d,gpt3-babbage,motesfa4a0,pencil,2.1,2.1,motesf,16,0.4
0,hmsl_brick-9316,gpt3-babbage,hmslxL8VzZto,brick,3.0,2.0,hmsl,17,0.4
0,snbmo09_box-3630,gpt3-babbage,snbmo0968,box,1.5,2.0,snbmo09,17,0.4
0,setal08_brick-bb71,gpt3-babbage,setal0856,brick,2.3,3.0,setal08,25,0.4
0,hmsl_paperclip-108c,gpt3-babbage,hmslwl41F5Rd,paperclip,1.8,1.8,hmsl,18,0.4
0,snb17_box-4eaa,gpt3-babbage,snb1733,box,2.3,2.0,snb17,33,0.4
0,snb17_box-e805,gpt3-babbage,snb1777,box,2.0,2.3,snb17,14,0.4
0,betal18_box-cb5b,gpt3-babbage,betal182051,box,1.3,1.3,betal18,16,0.4
0,motesf_ball-0ad2,gpt3-babbage,motesff718,ball,3.3,2.7,motesf,16,0.4
0,dod20_fork-482d,gpt3-babbage,dod2081,fork,2.5,1.7,dod20,15,0.4
0,bs12_brick-a6d0,gpt3-babbage,bs1256,brick,1.8,2.0,bs12,16,0.4
0,setal08_knife-2181,gpt3-babbage,setal08215,knife,1.0,1.0,setal08,17,0.4
0,dod20_tire-d80b,gpt3-babbage,dod2062,tire,2.2,3.0,dod20,17,0.4
0,dod20_bottle-8235,gpt3-babbage,dod2064,bottle,3.8,3.0,dod20,17,0.4
0,motesf_hat-1b78,gpt3-babbage,motesf46ba,hat,3.6,3.0,motesf,31,0.4
0,snbmo09_knife-a518,gpt3-babbage,snbmo09143,knife,2.2,2.7,snbmo09,18,0.4
0,bs12_brick-6a59,gpt3-babbage,bs1267,brick,1.0,1.8,bs12,15,0.4
0,snb17_box-588c,gpt3-babbage,snb1744,box,3.7,2.7,snb17,14,0.4
0,motesf_toothbrush-1453,gpt3-babbage,motesf19ca,toothbrush,2.7,2.4,motesf,18,0.4
0,hmsl_brick-7db4,gpt3-babbage,hmsl683d1PBR,brick,2.7,2.2,hmsl,16,0.4
0,setal08_brick-ed05,gpt3-babbage,setal08147,brick,1.3,1.0,setal08,18,0.4
0,motesf_sock-186c,gpt3-babbage,motesfe569,sock,2.1,2.7,motesf,19,0.4
0,setal08_brick-69ff,gpt3-babbage,setal08167,brick,1.7000000000000002,1.7,setal08,22,0.4
0,dod20_table-5f03,gpt3-babbage,dod2013,table,1.5,1.5,dod20,15,0.4
0,dod20_bottle-ddf3,gpt3-babbage,dod201,bottle,3.0,3.0,dod20,17,0.4
0,setal08_knife-9cf8,gpt3-babbage,setal0827,knife,2.0,2.0,setal08,14,0.4
0,hmsl_paperclip-9916,gpt3-babbage,hmslPg80l09K,paperclip,4.0,2.0,hmsl,22,0.4
0,betal18_box-e954,gpt3-babbage,betal182089,box,2.1,2.0,betal18,14,0.4
0,dod20_table-c04c,gpt3-babbage,dod2089,table,3.3,3.5,dod20,16,0.4
0,motesf_sock-f2e5,gpt3-babbage,motesf58a2,sock,2.7,3.3,motesf,29,0.4
0,bs12_brick-ee34,gpt3-babbage,bs1290,brick,1.4,1.8,bs12,20,0.4
0,dod20_rope-475b,gpt3-babbage,dod2027,rope,2.0,3.0,dod20,21,0.4
0,setal08_brick-a9b7,gpt3-babbage,setal08148,brick,2.3,2.2,setal08,17,0.4
0,motesf_lightbulb-4363,gpt3-babbage,motesf9dcb,lightbulb,2.7,2.1,motesf,17,0.4
0,setal08_brick-a22c,gpt3-babbage,setal083,brick,1.7000000000000002,1.0,setal08,19,0.4
0,snbmo09_box-b27e,gpt3-babbage,snbmo0948,box,1.2,1.3,snbmo09,20,0.4
0,bs12_brick-012b,gpt3-babbage,bs1221,brick,1.4,1.8,bs12,18,0.4
0,motesf_ball-8379,gpt3-babbage,motesf92cc,ball,2.7,2.4,motesf,18,0.4
0,motesf_bottle-f3d4,gpt3-babbage,motesf0a09,bottle,2.4,2.7,motesf,23,0.4
0,betal18_box-2530,gpt3-babbage,betal182002,box,2.1,2.0,betal18,21,0.4
0,setal08_knife-3155,gpt3-babbage,setal08207,knife,2.0,1.7,setal08,15,0.4
0,snb17_box-1ad4,gpt3-babbage,snb1718,box,1.0,1.0,snb17,13,0.4
0,hmsl_paperclip-ba2f,gpt3-babbage,hmslyi89Nvu5,paperclip,2.2,2.0,hmsl,17,0.4
0,betal18_box-0bce,gpt3-babbage,betal182179,box,1.0,1.7,betal18,24,0.4
0,hmsl_paperclip-9757,gpt3-babbage,hmslhY8DrnuO,paperclip,2.8,3.3,hmsl,17,0.4
0,snb17_rope-ecfb,gpt3-babbage,snb1745,rope,2.7,2.4,snb17,18,0.4
0,dod20_pants-f0b6,gpt3-babbage,dod2078,pants,3.2,3.2,dod20,17,0.4
0,snbmo09_box-8076,gpt3-babbage,snbmo09192,box,2.5,1.7,snbmo09,15,0.4
0,hmsl_paperclip-b36a,gpt3-babbage,hmsl5KN8A59N,paperclip,1.7000000000000002,1.8,hmsl,18,0.4
0,bs12_brick-04b3,gpt3-babbage,bs12104,brick,1.0,1.5,bs12,16,0.4
0,setal08_knife-b203,gpt3-babbage,setal082,knife,3.0,3.0,setal08,15,0.4
0,setal08_brick-49d8,gpt3-babbage,setal08109,brick,1.8,2.7,setal08,15,0.4
0,snbmo09_knife-23cc,gpt3-babbage,snbmo09109,knife,1.0,1.3,snbmo09,16,0.4
0,snb17_rope-c7c7,gpt3-babbage,snb1797,rope,1.3,1.0,snb17,16,0.4
0,snb17_rope-ed20,gpt3-babbage,snb1783,rope,2.7,2.0,snb17,19,0.4
0,snb17_rope-0b1a,gpt3-babbage,snb1799,rope,2.0,1.7,snb17,16,0.4
0,snbmo09_box-ad73,gpt3-babbage,snbmo0981,box,1.4,1.3,snbmo09,15,0.4
0,hmsl_brick-3111,gpt3-babbage,hmsl74I0f64D,brick,3.0,2.0,hmsl,26,0.4
0,hmsl_paperclip-5b15,gpt3-babbage,hmslv1f48OH2,paperclip,1.0,2.0,hmsl,17,0.4
0,snbmo09_knife-d2a7,gpt3-babbage,snbmo0965,knife,2.3,2.0,snbmo09,17,0.4
0,hmsl_brick-4b03,gpt3-babbage,hmsln2FRDiVu,brick,1.7000000000000002,1.5,hmsl,18,0.4
0,motesf_ball-8125,gpt3-babbage,motesf9fd8,ball,2.1,2.1,motesf,14,0.4
0,motesp-g1_lightbulb-2WL,gpt3-babbage,2WL,lightbulb,3.9,3.3,motesp,25,0.4
0,snbmo09_brick-57dc,gpt3-babbage,snbmo09167,brick,1.7000000000000002,1.4,snbmo09,20,0.4
0,hmsl_paperclip-2c05,gpt3-babbage,hmslr239i5kp,paperclip,1.7000000000000002,1.7,hmsl,18,0.4
0,hmsl_brick-e6c5,gpt3-babbage,hmsl4ys9hBH1,brick,2.2,2.0,hmsl,15,0.4
0,dod20_rope-4880,gpt3-babbage,dod2082,rope,2.0,1.0,dod20,16,0.4
0,betal18_rope-d5f5,gpt3-babbage,betal182117,rope,1.0,1.0,betal18,19,0.4
0,bs12_brick-b12a,gpt3-babbage,bs1250,brick,1.0,1.7,bs12,28,0.4
0,motesf_lightbulb-a26e,gpt3-babbage,motesf9bf3,lightbulb,2.1,2.4,motesf,17,0.4
0,hmsl_paperclip-bdce,gpt3-babbage,hmsl5vOtwDx3,paperclip,1.6,1.7,hmsl,16,0.4
0,motesf_ball-810f,gpt3-babbage,motesfc4ca,ball,2.0,2.1,motesf,15,0.4
0,snbmo09_box-dde8,gpt3-babbage,snbmo09146,box,1.2,1.3,snbmo09,14,0.4
0,betal18_box-2133,gpt3-babbage,betal182096,box,1.9,2.0,betal18,15,0.4
0,dod20_brick-70ad,gpt3-babbage,dod2029,brick,2.0,1.0,dod20,17,0.4
0,betal18_rope-f0e4,gpt3-babbage,betal182154,rope,1.0,1.3,betal18,15,0.4
0,setal08_brick-7a3d,gpt3-babbage,setal08216,brick,2.0,3.0,setal08,22,0.4
0,hmsl_paperclip-6c47,gpt3-babbage,hmslG63FgMsT,paperclip,2.5,2.0,hmsl,20,0.4
0,setal08_brick-01c9,gpt3-babbage,setal08115,brick,1.0,1.0,setal08,17,0.4
0,motesf_toothbrush-7b4e,gpt3-babbage,motesfa597,toothbrush,2.7,2.7,motesf,31,0.4
0,motesf_sock-112b,gpt3-babbage,motesfb6d7,sock,2.7,2.7,motesf,16,0.4
0,motesp-g1_sock-20HL,gpt3-babbage,20HL,sock,2.8,2.7,motesp,19,0.4
