,id,model,participant,prompt,target,predicted,src,split
718,hmsl_paperclip-3b90,t5-base,hmsl0BXXso67,paperclip,1.7000000000000002,2.0,hmsl,gt_main2
719,setal08_knife-e043,t5-base,setal0837,knife,1.7000000000000002,2.0,setal08,gt_main2
720,betal18_rope-dfe3,t5-base,betal182162,rope,3.3,3.3,betal18,gt_main2
721,bs12_brick-878c,t5-base,bs126,brick,1.4,2.0,bs12,gt_main2
722,bs12_brick-d357,t5-base,bs12133,brick,2.6,1.7,bs12,gt_main2
723,dod20_book-2da9,t5-base,dod2042,book,4.5,3.5,dod20,gt_main2
724,dod20_bottle-e839,t5-base,dod202,bottle,4.3,3.5,dod20,gt_main2
725,hmsl_paperclip-dd61,t5-base,hmsll976kyQ1,paperclip,2.0,2.0,hmsl,gt_main2
726,bs12_brick-3167,t5-base,bs1250,brick,1.0,1.4,bs12,gt_main2
727,motesf_sock-36eb,t5-base,motesfad61,sock,2.7,3.6,motesf,gt_main2
728,dod20_rope-4880,t5-base,dod2082,rope,2.0,1.3,dod20,gt_main2
729,motesf_ball-ec90,t5-base,motesf8216,ball,3.3,3.9,motesf,gt_main2
730,snbmo09_knife-d5b7,t5-base,snbmo09172,knife,1.5,1.7,snbmo09,gt_main2
731,setal08_brick-250a,t5-base,setal08210,brick,1.3,2.0,setal08,gt_main2
732,snb17_box-c948,t5-base,snb1731,box,1.3,1.7,snb17,gt_main2
733,bs12_brick-bc20,t5-base,bs1259,brick,1.0,1.7,bs12,gt_main2
734,dod20_book-8d31,t5-base,dod2017,book,2.5,2.7,dod20,gt_main2
735,setal08_brick-57be,t5-base,setal08203,brick,3.0,1.8,setal08,gt_main2
736,snbmo09_knife-664e,t5-base,snbmo0940,knife,3.0,2.7,snbmo09,gt_main2
737,dod20_pants-c7af,t5-base,dod2043,pants,2.7,2.8,dod20,gt_main2
738,bs12_brick-612f,t5-base,bs1285,brick,2.2,1.8,bs12,gt_main2
739,motesf_toothbrush-e5b9,t5-base,motesf6883,toothbrush,2.7,2.4,motesf,gt_main2
740,betal18_box-4188,t5-base,betal182100,box,2.7,1.8,betal18,gt_main2
741,snbmo09_brick-adbc,t5-base,snbmo0931,brick,1.8,2.3,snbmo09,gt_main2
742,dod20_book-fbae,t5-base,dod2044,book,3.0,4.0,dod20,gt_main2
743,bs12_brick-fcb7,t5-base,bs1217,brick,1.0,1.4,bs12,gt_main2
744,snbmo09_brick-3a8b,t5-base,snbmo0986,brick,3.2,2.6,snbmo09,gt_main2
745,hmsl_paperclip-90c0,t5-base,hmsl1aF77W6m,paperclip,2.0,2.7,hmsl,gt_main2
746,setal08_brick-9083,t5-base,setal08111,brick,2.7,2.2,setal08,gt_main2
747,betal18_rope-5226,t5-base,betal182030,rope,2.1,3.3,betal18,gt_main2
748,setal08_brick-af7f,t5-base,setal08150,brick,1.0,1.0,setal08,gt_main2
749,dod20_tire-40d4,t5-base,dod2023,tire,3.5,3.5,dod20,gt_main2
750,snbmo09_box-630b,t5-base,snbmo0980,box,1.5,1.0,snbmo09,gt_main2
751,snbmo09_knife-9b02,t5-base,snbmo0985,knife,2.0,1.3,snbmo09,gt_main2
752,bs12_brick-48a6,t5-base,bs1220,brick,2.2,2.7,bs12,gt_main2
753,motesf_sock-da6b,t5-base,motesf289d,sock,3.3,3.3,motesf,gt_main2
754,dod20_table-3a26,t5-base,dod2016,table,4.0,4.0,dod20,gt_main2
755,motesf_lightbulb-b40c,t5-base,motesf577b,lightbulb,2.7,3.6,motesf,gt_main2
756,snbmo09_knife-7bca,t5-base,snbmo09200,knife,2.5,2.0,snbmo09,gt_main2
757,snbmo09_brick-eb27,t5-base,snbmo09175,brick,2.0,1.7,snbmo09,gt_main2
758,motesf_ball-6a08,t5-base,motesfe369,ball,2.7,3.3,motesf,gt_main2
759,snbmo09_box-fdcf,t5-base,snbmo0949,box,1.5,2.3,snbmo09,gt_main2
760,betal18_box-a12d,t5-base,betal182018,box,1.9,2.7,betal18,gt_main2
761,snbmo09_knife-91cc,t5-base,snbmo09187,knife,2.5,2.0,snbmo09,gt_main2
762,setal08_brick-5d71,t5-base,setal0864,brick,1.7000000000000002,1.0,setal08,gt_main2
763,snbmo09_knife-5e62,t5-base,snbmo0935,knife,2.5,1.7,snbmo09,gt_main2
764,setal08_knife-503c,t5-base,setal08172,knife,1.7000000000000002,1.7,setal08,gt_main2
765,snbmo09_box-ff22,t5-base,snbmo0929,box,2.5,1.3,snbmo09,gt_main2
766,motesf_toothbrush-bc54,t5-base,motesfe165,toothbrush,3.9,3.9,motesf,gt_main2
767,snb17_rope-4f03,t5-base,snb1721,rope,2.0,2.3,snb17,gt_main2
768,hmsl_brick-18bf,t5-base,hmslYpLqZ40R,brick,2.2,1.0,hmsl,gt_main2
769,hmsl_paperclip-da99,t5-base,hmsl3fPP7hT0,paperclip,3.0,2.8,hmsl,gt_main2
770,betal18_rope-c21a,t5-base,betal182170,rope,1.6,2.7,betal18,gt_main2
771,betal18_box-3b37,t5-base,betal182071,box,3.6,2.4,betal18,gt_main2
772,betal18_box-6303,t5-base,betal182121,box,2.4,2.7,betal18,gt_main2
773,hmsl_paperclip-3d7d,t5-base,hmsl3vBR15MO,paperclip,3.0,3.5,hmsl,gt_main2
774,setal08_knife-d92e,t5-base,setal0876,knife,1.7000000000000002,1.7,setal08,gt_main2
775,snbmo09_knife-50bc,t5-base,snbmo09190,knife,1.0,1.0,snbmo09,gt_main2
776,snbmo09_knife-d2ce,t5-base,snbmo09158,knife,1.5,2.3,snbmo09,gt_main2
777,hmsl_paperclip-3bca,t5-base,hmslSVFD8luX,paperclip,2.5,2.2,hmsl,gt_main2
778,setal08_brick-1cae,t5-base,setal08206,brick,1.3,1.7,setal08,gt_main2
779,hmsl_brick-acf7,t5-base,hmsl737W95CH,brick,2.0,1.4,hmsl,gt_main2
780,dod20_shovel-996a,t5-base,dod2033,shovel,3.0,3.0,dod20,gt_main2
781,dod20_table-592b,t5-base,dod2079,table,3.0,4.5,dod20,gt_main2
782,setal08_brick-8f3d,t5-base,setal08163,brick,1.7000000000000002,1.7,setal08,gt_main2
783,hmsl_paperclip-9b33,t5-base,hmslmmD57gcr,paperclip,2.0,2.2,hmsl,gt_main2
784,snbmo09_brick-3609,t5-base,snbmo09183,brick,1.5,1.0,snbmo09,gt_main2
785,dod20_tire-6eb1,t5-base,dod2075,tire,2.8,2.5,dod20,gt_main2
786,dod20_bottle-ce88,t5-base,dod2024,bottle,3.5,3.2,dod20,gt_main2
787,motesf_bottle-e5f7,t5-base,motesf0116,bottle,2.4,1.8,motesf,gt_main2
788,setal08_brick-27c8,t5-base,setal0873,brick,2.1,1.7,setal08,gt_main2
789,motesf_hat-9556,t5-base,motesf502e,hat,3.0,2.4,motesf,gt_main2
790,snb17_rope-ac41,t5-base,snb1736,rope,1.0,1.3,snb17,gt_main2
791,betal18_box-da2b,t5-base,betal182125,box,4.1,1.6,betal18,gt_main2
792,snbmo09_knife-2a75,t5-base,snbmo0991,knife,1.0,1.0,snbmo09,gt_main2
793,motesf_toothbrush-7efd,t5-base,motesf2a38,toothbrush,2.4,2.4,motesf,gt_main2
794,betal18_rope-5f85,t5-base,betal182003,rope,1.3,2.4,betal18,gt_main2
795,dod20_book-5aed,t5-base,dod2021,book,1.5,1.5,dod20,gt_main2
796,hmsl_paperclip-d7b1,t5-base,hmslZfDzR06v,paperclip,2.2,1.7,hmsl,gt_main2
797,snbmo09_box-33ed,t5-base,snbmo0950,box,2.5,2.7,snbmo09,gt_main2
798,dod20_table-c95d,t5-base,dod2010,table,1.3,1.5,dod20,gt_main2
799,dod20_shovel-3b96,t5-base,dod2053,shovel,3.7,2.7,dod20,gt_main2
800,motesf_pencil-7c1a,t5-base,motesf0aa1,pencil,3.3,2.7,motesf,gt_main2
801,betal18_box-6d47,t5-base,betal182071,box,2.3,2.1,betal18,gt_main2
802,setal08_brick-897c,t5-base,setal08126,brick,1.7000000000000002,1.7,setal08,gt_main2
803,setal08_brick-a184,t5-base,setal08172,brick,2.3,1.4,setal08,gt_main2
804,setal08_brick-5849,t5-base,setal0856,brick,2.0,2.3,setal08,gt_main2
805,betal18_rope-48e9,t5-base,betal182100,rope,2.4,2.7,betal18,gt_main2
806,betal18_rope-54d8,t5-base,betal182133,rope,1.2,1.3,betal18,gt_main2
807,snb17_rope-924b,t5-base,snb1786,rope,1.2,1.0,snb17,gt_main2
808,dod20_pants-0543,t5-base,dod2055,pants,3.5,3.5,dod20,gt_main2
809,snb17_box-859b,t5-base,snb1722,box,2.7,2.7,snb17,gt_main2
810,setal08_knife-2e87,t5-base,setal08174,knife,1.3,1.3,setal08,gt_main2
811,snbmo09_box-fdc6,t5-base,snbmo0964,box,2.8,2.7,snbmo09,gt_main2
812,motesf_spoon-210b,t5-base,motesf274a,spoon,3.6,3.6,motesf,gt_main2
813,hmsl_brick-ee98,t5-base,hmsl3rG4FDn6,brick,1.3,1.0,hmsl,gt_main2
814,dod20_bottle-3cd3,t5-base,dod2032,bottle,1.8,2.3,dod20,gt_main2
815,setal08_knife-06e0,t5-base,setal08240,knife,2.0,2.0,setal08,gt_main2
816,betal18_box-20b9,t5-base,betal182044,box,3.0,2.1,betal18,gt_main2
817,snb17_box-c257,t5-base,snb171,box,1.3,1.6,snb17,gt_main2
818,motesf_pencil-fdd7,t5-base,motesfeccb,pencil,3.3,4.1,motesf,gt_main2
819,hmsl_paperclip-871a,t5-base,hmsl5HXO64Ya,paperclip,3.0,3.3,hmsl,gt_main2
820,hmsl_brick-53d5,t5-base,hmsl2PtjMrzC,brick,2.5,2.3,hmsl,gt_main2
821,dod20_book-1b06,t5-base,dod2084,book,2.0,2.7,dod20,gt_main2
822,betal18_box-107f,t5-base,betal182104,box,2.7,1.9,betal18,gt_main2
823,dod20_book-5c75,t5-base,dod2073,book,3.2,2.8,dod20,gt_main2
824,snbmo09_brick-050b,t5-base,snbmo0941,brick,2.5,2.6,snbmo09,gt_main2
825,setal08_knife-ac34,t5-base,setal0810,knife,2.0,1.7,setal08,gt_main2
826,motesf_pencil-d6ad,t5-base,motesfad13,pencil,3.3,2.7,motesf,gt_main2
827,setal08_brick-49d8,t5-base,setal08109,brick,1.8,2.2,setal08,gt_main2
828,hmsl_brick-4002,t5-base,hmsl8etU6423,brick,4.2,4.0,hmsl,gt_main2
829,betal18_box-7b7e,t5-base,betal182174,box,1.6,3.3,betal18,gt_main2
830,hmsl_paperclip-4f77,t5-base,hmslv913q7UQ,paperclip,3.5,2.7,hmsl,gt_main2
831,hmsl_paperclip-a4e6,t5-base,hmslR0U9X8AP,paperclip,2.0,2.0,hmsl,gt_main2
832,setal08_brick-621f,t5-base,setal0832,brick,2.3,1.7,setal08,gt_main2
833,snbmo09_brick-670c,t5-base,snbmo09105,brick,2.7,1.4,snbmo09,gt_main2
834,snbmo09_brick-f77c,t5-base,snbmo09163,brick,3.5,3.8,snbmo09,gt_main2
835,dod20_table-9f46,t5-base,dod2013,table,1.2,2.2,dod20,gt_main2
836,motesf_lightbulb-eb14,t5-base,motesf2838,lightbulb,2.7,2.1,motesf,gt_main2
837,hmsl_brick-a632,t5-base,hmslXsiaT39r,brick,2.5,2.3,hmsl,gt_main2
838,bs12_brick-951d,t5-base,bs1264,brick,3.0,3.4,bs12,gt_main2
839,dod20_shovel-7e69,t5-base,dod2065,shovel,3.3,3.5,dod20,gt_main2
840,dod20_shoe-7da2,t5-base,dod206,shoe,2.8,2.8,dod20,gt_main2
841,betal18_box-6517,t5-base,betal182106,box,1.0,1.7,betal18,gt_main2
842,motesf_lightbulb-799f,t5-base,motesf35f4,lightbulb,3.9,3.6,motesf,gt_main2
843,hmsl_brick-aed8,t5-base,hmsl47h4XUb6,brick,1.1,1.0,hmsl,gt_main2
844,dod20_pants-5851,t5-base,dod2085,pants,2.5,2.5,dod20,gt_main2
845,bs12_brick-bbb1,t5-base,bs1245,brick,1.4,1.8,bs12,gt_main2
846,betal18_rope-bc40,t5-base,betal182007,rope,1.0,1.7,betal18,gt_main2
847,betal18_rope-d55d,t5-base,betal182023,rope,2.1,2.1,betal18,gt_main2
848,motesf_lightbulb-414e,t5-base,motesf67c6,lightbulb,3.9,3.3,motesf,gt_main2
849,betal18_box-6c47,t5-base,betal182082,box,2.6,2.1,betal18,gt_main2
850,betal18_box-597b,t5-base,betal182107,box,1.0,1.0,betal18,gt_main2
851,bs12_brick-9c86,t5-base,bs1270,brick,1.0,1.7,bs12,gt_main2
852,snb17_box-4ea9,t5-base,snb1798,box,1.0,1.6,snb17,gt_main2
853,dod20_shoe-a4eb,t5-base,dod2049,shoe,4.0,2.7,dod20,gt_main2
854,betal18_box-577f,t5-base,betal182189,box,3.0,2.7,betal18,gt_main2
855,setal08_brick-5a89,t5-base,setal0882,brick,1.0,1.7,setal08,gt_main2
856,snbmo09_brick-ebdc,t5-base,snbmo0997,brick,1.8,4.0,snbmo09,gt_main2
857,dod20_book-887c,t5-base,dod2062,book,3.5,3.5,dod20,gt_main2
858,snbmo09_brick-0210,t5-base,snbmo09133,brick,2.5,2.3,snbmo09,gt_main2
859,dod20_pants-5d14,t5-base,dod2024,pants,2.5,2.2,dod20,gt_main2
860,betal18_box-b5d2,t5-base,betal182117,box,2.7,2.0,betal18,gt_main2
861,motesf_bottle-563b,t5-base,motesf8f53,bottle,2.1,2.4,motesf,gt_main2
862,snbmo09_brick-97aa,t5-base,snbmo09119,brick,1.7000000000000002,1.8,snbmo09,gt_main2
863,snbmo09_knife-af1d,t5-base,snbmo09157,knife,1.7000000000000002,1.7,snbmo09,gt_main2
864,dod20_shovel-8c8b,t5-base,dod2052,shovel,2.3,1.0,dod20,gt_main2
865,snb17_rope-9c23,t5-base,snb17139,rope,1.3,1.3,snb17,gt_main2
866,snb17_rope-e9e9,t5-base,snb17111,rope,2.0,2.1,snb17,gt_main2
867,hmsl_brick-2b9f,t5-base,hmslcMdakEnx,brick,2.3,1.8,hmsl,gt_main2
868,bs12_brick-cf77,t5-base,bs1283,brick,1.4,2.2,bs12,gt_main2
869,dod20_book-c837,t5-base,dod205,book,2.5,2.7,dod20,gt_main2
870,bs12_brick-199a,t5-base,bs12123,brick,2.2,2.2,bs12,gt_main2
871,snbmo09_box-7f69,t5-base,snbmo0961,box,1.5,1.3,snbmo09,gt_main2
872,bs12_brick-96d6,t5-base,bs1289,brick,1.8,1.8,bs12,gt_main2
873,setal08_brick-262c,t5-base,setal08144,brick,2.3,2.2,setal08,gt_main2
874,snbmo09_box-685d,t5-base,snbmo0961,box,3.0,2.0,snbmo09,gt_main2
875,setal08_brick-b308,t5-base,setal08214,brick,1.0,1.0,setal08,gt_main2
876,dod20_bottle-6a46,t5-base,dod2028,bottle,2.5,2.7,dod20,gt_main2
877,motesf_ball-3120,t5-base,motesf1534,ball,1.9,3.3,motesf,gt_main2
878,dod20_rope-0134,t5-base,dod2088,rope,2.5,2.1,dod20,gt_main2
879,snb17_box-7085,t5-base,snb1734,box,2.0,2.1,snb17,gt_main2
880,bs12_brick-5ebd,t5-base,bs1279,brick,1.0,1.0,bs12,gt_main2
881,dod20_shovel-1ee5,t5-base,dod2089,shovel,3.0,3.5,dod20,gt_main2
882,snbmo09_brick-4cef,t5-base,snbmo0975,brick,2.5,1.7,snbmo09,gt_main2
883,setal08_brick-b15e,t5-base,setal0867,brick,1.7000000000000002,2.2,setal08,gt_main2
884,snbmo09_brick-83a8,t5-base,snbmo09188,brick,2.5,1.7,snbmo09,gt_main2
885,snbmo09_brick-acc9,t5-base,snbmo09163,brick,2.5,2.3,snbmo09,gt_main2
886,dod20_bottle-a103,t5-base,dod2017,bottle,4.0,4.0,dod20,gt_main2
887,betal18_box-63ba,t5-base,betal182002,box,1.0,1.0,betal18,gt_main2
888,motesf_pencil-d85c,t5-base,motesfc058,pencil,3.3,2.7,motesf,gt_main2
889,betal18_box-75dd,t5-base,betal182177,box,1.6,1.7,betal18,gt_main2
890,betal18_rope-f184,t5-base,betal182128,rope,1.0,1.3,betal18,gt_main2
891,snb17_box-3ef9,t5-base,snb17131,box,1.7000000000000002,1.8,snb17,gt_main2
892,motesf_pencil-a28c,t5-base,motesff4b9,pencil,3.6,3.3,motesf,gt_main2
893,snb17_box-42b7,t5-base,snb1767,box,2.0,2.3,snb17,gt_main2
894,snbmo09_knife-43e7,t5-base,snbmo09156,knife,2.8,2.7,snbmo09,gt_main2
895,betal18_rope-1967,t5-base,betal182184,rope,1.0,1.3,betal18,gt_main2
896,dod20_table-fadd,t5-base,dod2080,table,1.3,1.0,dod20,gt_main2
897,betal18_rope-7bb2,t5-base,betal182079,rope,1.3,2.7,betal18,gt_main2
898,bs12_brick-0180,t5-base,bs1219,brick,1.4,2.2,bs12,gt_main2
899,dod20_shovel-6bda,t5-base,dod2048,shovel,3.2,3.5,dod20,gt_main2
900,motesp-g1_backpack-3FT,t5-base,3FT,backpack,3.7,3.3,motesp,gt_main2
901,hmsl_brick-fffa,t5-base,hmslyZL3i8hJ,brick,2.5,1.7,hmsl,gt_main2
902,hmsl_brick-a8d9,t5-base,hmslLPQ9qCo5,brick,4.3,4.0,hmsl,gt_main2
903,hmsl_brick-013c,t5-base,hmsl865alos8,brick,1.4,1.7,hmsl,gt_main2
904,snb17_rope-8b82,t5-base,snb1768,rope,2.0,1.3,snb17,gt_main2
905,dod20_rope-28e3,t5-base,dod2070,rope,2.5,1.7,dod20,gt_main2
906,snb17_box-f117,t5-base,snb17119,box,1.7000000000000002,1.7,snb17,gt_main2
907,betal18_box-cc04,t5-base,betal182059,box,2.3,1.9,betal18,gt_main2
908,dod20_table-5968,t5-base,dod2070,table,3.0,3.3,dod20,gt_main2
909,betal18_box-7787,t5-base,betal182086,box,1.6,1.0,betal18,gt_main2
910,snb17_rope-8d61,t5-base,snb17123,rope,1.3,1.0,snb17,gt_main2
911,betal18_rope-000b,t5-base,betal182047,rope,3.3,2.7,betal18,gt_main2
912,setal08_brick-4184,t5-base,setal08199,brick,1.3,2.0,setal08,gt_main2
913,motesf_pencil-1175,t5-base,motesf202c,pencil,2.4,3.6,motesf,gt_main2
914,hmsl_brick-9fe9,t5-base,hmsl6hETnw58,brick,1.2,1.2,hmsl,gt_main2
915,snb17_box-5d09,t5-base,snb1798,box,2.0,2.4,snb17,gt_main2
916,hmsl_paperclip-95e1,t5-base,hmslK883nL64,paperclip,1.8,2.0,hmsl,gt_main2
917,betal18_box-7eb0,t5-base,betal182058,box,1.6,1.6,betal18,gt_main2
918,snb17_rope-3754,t5-base,snb176,rope,1.7000000000000002,1.3,snb17,gt_main2
919,setal08_knife-51ec,t5-base,setal08185,knife,1.7000000000000002,1.7,setal08,gt_main2
920,hmsl_brick-edc6,t5-base,hmslQw3OEGyE,brick,1.0,1.0,hmsl,gt_main2
921,motesf_ball-9d17,t5-base,motesffe9f,ball,1.9,2.1,motesf,gt_main2
922,bs12_brick-8d06,t5-base,bs1217,brick,1.0,1.0,bs12,gt_main2
923,hmsl_brick-e833,t5-base,hmslURsOk93r,brick,1.5,1.5,hmsl,gt_main2
924,hmsl_brick-c1e2,t5-base,hmsl737W95CH,brick,1.5,1.4,hmsl,gt_main2
925,snbmo09_brick-e813,t5-base,snbmo0916,brick,2.0,1.3,snbmo09,gt_main2
926,bs12_brick-d34e,t5-base,bs1266,brick,2.2,1.4,bs12,gt_main2
927,hmsl_paperclip-1d09,t5-base,hmslba1FcFHt,paperclip,2.4,2.5,hmsl,gt_main2
928,setal08_knife-eee3,t5-base,setal0882,knife,1.3,1.3,setal08,gt_main2
929,dod20_bottle-c7e8,t5-base,dod207,bottle,1.0,1.0,dod20,gt_main2
930,dod20_book-2f63,t5-base,dod2036,book,4.5,2.7,dod20,gt_main2
931,motesf_ball-0984,t5-base,motesf57ae,ball,3.6,4.1,motesf,gt_main2
932,snbmo09_box-b9cf,t5-base,snbmo09139,box,1.8,2.0,snbmo09,gt_main2
933,hmsl_paperclip-251c,t5-base,hmsl3vBR15MO,paperclip,3.2,3.3,hmsl,gt_main2
934,snb17_box-0514,t5-base,snb17111,box,1.6,1.0,snb17,gt_main2
935,motesp-g1_sock-27CA,t5-base,27CA,sock,4.3,2.4,motesp,gt_main2
936,hmsl_paperclip-9f26,t5-base,hmslC0fi1Rtn,paperclip,3.0,2.5,hmsl,gt_main2
937,dod20_shoe-2b43,t5-base,dod2028,shoe,3.2,3.5,dod20,gt_main2
938,hmsl_paperclip-237c,t5-base,hmsleuaMDyU7,paperclip,1.5,2.2,hmsl,gt_main2
939,setal08_brick-a436,t5-base,setal0834,brick,2.3,3.4,setal08,gt_main2
940,dod20_brick-a8c4,t5-base,dod2056,brick,3.2,1.7,dod20,gt_main2
941,betal18_box-2113,t5-base,betal182059,box,1.6,2.4,betal18,gt_main2
942,snbmo09_brick-0000,t5-base,snbmo09145,brick,1.6,1.7,snbmo09,gt_main2
943,dod20_rope-7fb4,t5-base,dod2049,rope,2.5,1.0,dod20,gt_main2
944,snbmo09_knife-118e,t5-base,snbmo09166,knife,3.8,2.0,snbmo09,gt_main2
945,dod20_tire-d0d1,t5-base,dod2056,tire,1.0,1.0,dod20,gt_main2
946,hmsl_brick-9d1c,t5-base,hmslR9l7t829,brick,1.1,1.2,hmsl,gt_main2
947,dod20_book-35fa,t5-base,dod2027,book,3.7,2.7,dod20,gt_main2
948,hmsl_paperclip-304e,t5-base,hmsly41k3650,paperclip,1.8,1.7,hmsl,gt_main2
949,hmsl_paperclip-8c04,t5-base,hmslj2pr9SC4,paperclip,3.0,3.5,hmsl,gt_main2
950,motesf_pencil-1274,t5-base,motesf43ec,pencil,4.1,3.9,motesf,gt_main2
951,snb17_rope-c7c7,t5-base,snb1797,rope,1.3,1.3,snb17,gt_main2
952,motesf_lightbulb-2487,t5-base,motesf2a79,lightbulb,2.7,2.4,motesf,gt_main2
953,setal08_brick-c301,t5-base,setal08147,brick,1.7000000000000002,1.7,setal08,gt_main2
954,hmsl_brick-d3d4,t5-base,hmslb180td4X,brick,1.5,1.3,hmsl,gt_main2
955,dod20_bottle-1c8d,t5-base,dod2032,bottle,3.8,3.5,dod20,gt_main2
956,betal18_rope-96fe,t5-base,betal182065,rope,1.3,1.3,betal18,gt_main2
957,betal18_box-0436,t5-base,betal182003,box,1.3,1.6,betal18,gt_main2
958,motesf_lightbulb-c6ad,t5-base,motesf6974,lightbulb,3.0,3.6,motesf,gt_main2
959,dod20_shovel-57f5,t5-base,dod2052,shovel,2.5,3.2,dod20,gt_main2
960,bs12_brick-5568,t5-base,bs1275,brick,4.6,3.4,bs12,gt_main2
961,dod20_pants-a092,t5-base,dod2037,pants,1.2,1.7,dod20,gt_main2
962,dod20_rope-0f18,t5-base,dod2052,rope,2.7,1.7,dod20,gt_main2
963,betal18_box-bb13,t5-base,betal182030,box,2.1,2.1,betal18,gt_main2
964,hmsl_brick-0235,t5-base,hmsl0x135kJT,brick,1.7000000000000002,1.8,hmsl,gt_main2
965,dod20_tire-03a8,t5-base,dod2048,tire,2.7,2.8,dod20,gt_main2
966,dod20_rope-7dc6,t5-base,dod2075,rope,3.5,2.1,dod20,gt_main2
967,betal18_rope-bfa6,t5-base,betal182151,rope,1.9,1.9,betal18,gt_main2
968,setal08_brick-c29b,t5-base,setal08213,brick,2.0,1.4,setal08,gt_main2
969,betal18_rope-f13a,t5-base,betal182047,rope,3.6,2.1,betal18,gt_main2
970,setal08_knife-17c7,t5-base,setal0881,knife,2.3,2.7,setal08,gt_main2
971,bs12_brick-01b4,t5-base,bs1285,brick,1.4,1.7,bs12,gt_main2
972,bs12_brick-2c91,t5-base,bs1292,brick,1.4,1.7,bs12,gt_main2
973,motesf_hat-b99f,t5-base,motesf735b,hat,2.1,2.4,motesf,gt_main2
974,motesf_sock-f1c6,t5-base,motesfe369,sock,3.6,3.6,motesf,gt_main2
975,dod20_tire-04f6,t5-base,dod2051,tire,3.0,2.7,dod20,gt_main2
976,hmsl_paperclip-4305,t5-base,hmslba1FcFHt,paperclip,3.0,3.3,hmsl,gt_main2
977,bs12_brick-890f,t5-base,bs1210,brick,2.2,2.7,bs12,gt_main2
978,setal08_knife-c34a,t5-base,setal0896,knife,1.7000000000000002,1.7,setal08,gt_main2
979,dod20_table-5851,t5-base,dod2085,table,2.8,2.5,dod20,gt_main2
980,hmsl_paperclip-72ab,t5-base,hmsl3qx6PWXs,paperclip,2.0,1.8,hmsl,gt_main2
981,snb17_rope-f2df,t5-base,snb1763,rope,1.3,1.3,snb17,gt_main2
982,dod20_book-63a2,t5-base,dod2048,book,2.8,2.5,dod20,gt_main2
983,snbmo09_knife-01d6,t5-base,snbmo09119,knife,2.3,2.0,snbmo09,gt_main2
984,setal08_brick-82e2,t5-base,setal08148,brick,1.3,2.7,setal08,gt_main2
985,bs12_brick-801f,t5-base,bs123,brick,2.2,3.3,bs12,gt_main2
986,dod20_pants-7e7e,t5-base,dod2061,pants,3.5,4.5,dod20,gt_main2
987,setal08_brick-135b,t5-base,setal08153,brick,2.3,1.7,setal08,gt_main2
988,hmsl_paperclip-a2a1,t5-base,hmslD9ZeYC3r,paperclip,2.0,2.0,hmsl,gt_main2
989,snbmo09_box-b38d,t5-base,snbmo0976,box,2.0,2.0,snbmo09,gt_main2
990,dod20_book-7ae3,t5-base,dod2048,book,3.7,4.0,dod20,gt_main2
991,motesf_hat-35c7,t5-base,motesf084b,hat,2.4,2.1,motesf,gt_main2
992,snbmo09_knife-34cf,t5-base,snbmo09144,knife,2.0,2.0,snbmo09,gt_main2
993,setal08_brick-6fca,t5-base,setal0898,brick,1.3,1.3,setal08,gt_main2
994,motesf_toothbrush-d2ca,t5-base,motesf757b,toothbrush,1.3,2.1,motesf,gt_main2
995,snb17_box-f38b,t5-base,snb1737,box,1.0,1.0,snb17,gt_main2
996,motesf_ball-0c75,t5-base,motesf839a,ball,2.7,1.9,motesf,gt_main2
997,bs12_brick-bade,t5-base,bs1247,brick,1.4,1.7,bs12,gt_main2
998,setal08_brick-4cce,t5-base,setal08213,brick,2.7,2.6,setal08,gt_main2
999,setal08_knife-8e50,t5-base,setal084,knife,2.0,2.0,setal08,gt_main2
1000,hmsl_brick-2526,t5-base,hmslsTF5ZTxJ,brick,1.5,1.2,hmsl,gt_main2
1001,dod20_rope-14d5,t5-base,dod2030,rope,1.8,2.7,dod20,gt_main2
1002,motesf_pencil-fbf5,t5-base,motesf2b24,pencil,3.0,2.7,motesf,gt_main2
1003,hmsl_paperclip-fdea,t5-base,hmslB0o9M8xC,paperclip,2.5,2.8,hmsl,gt_main2
1004,dod20_tire-6179,t5-base,dod2088,tire,3.3,4.0,dod20,gt_main2
1005,snbmo09_box-1ec6,t5-base,snbmo0944,box,1.6,2.0,snbmo09,gt_main2
1006,hmsl_paperclip-2a62,t5-base,hmslKxZ68Dlf,paperclip,2.5,1.7,hmsl,gt_main2
1007,snbmo09_brick-5c6b,t5-base,snbmo09191,brick,1.2,1.0,snbmo09,gt_main2
1008,snbmo09_brick-ddc9,t5-base,snbmo0952,brick,1.0,1.8,snbmo09,gt_main2
1009,dod20_book-6487,t5-base,dod2031,book,3.2,4.2,dod20,gt_main2
1010,snb17_box-f9bf,t5-base,snb17122,box,1.5,1.9,snb17,gt_main2
1011,dod20_pants-7b1b,t5-base,dod2027,pants,2.8,3.5,dod20,gt_main2
1012,snbmo09_knife-2608,t5-base,snbmo09146,knife,1.0,1.0,snbmo09,gt_main2
1013,dod20_table-e59a,t5-base,dod2027,table,1.5,1.5,dod20,gt_main2
1014,bs12_brick-8b38,t5-base,bs1265,brick,1.4,1.4,bs12,gt_main2
1015,setal08_knife-cd54,t5-base,setal0895,knife,1.3,1.7,setal08,gt_main2
1016,dod20_shovel-aa70,t5-base,dod2041,shovel,2.3,2.2,dod20,gt_main2
